from;to;weight
n10832;n17170;2
n10832;n10791;5
n10832;n15459;2
n10832;n4484;2
n10832;n17573;3
n10832;n10833;2
n10832;n6456;2
n10832;n10788;3
n10832;n10834;3
n10832;n10830;2
n10832;n10806;2
n10832;n10808;3
n10832;n16399;3
n10832;n10827;2
n10832;n10793;2
n10832;n10809;2
n10832;n16393;3
n6318;n162;4
n6318;n173;2
n6318;n2331;2
n6318;n1632;2
n6318;n1649;2
n6318;n163;3
n6318;n12486;2
n6318;n6222;2
n6318;n89;2
n6318;n1626;7
n6318;n1898;2
n6318;n6249;2
n6318;n1797;2
n6318;n127;2
n6318;n164;8
n6318;n6258;3
n6318;n1747;2
n6318;n1688;2
n6318;n131;2
n6318;n3067;2
n6318;n12458;5
n6318;n2326;3
n6318;n166;3
n6318;n6194;2
n6318;n1950;3
n6318;n6292;2
n6318;n1864;3
n6318;n2333;3
n6318;n2324;2
n6318;n2316;3
n6837;n6913;2
n6837;n6752;2
n6837;n6670;2
n6837;n4011;2
n6837;n5011;2
n6837;n6665;3
n6837;n6839;2
n6837;n9456;2
n6837;n4368;2
n12653;n4509;3
n12653;n10833;2
n12653;n10504;3
n12653;n10783;2
n12653;n10797;2
n12653;n15409;4
n12653;n10812;2
n8322;n7944;11
n8322;n9307;3
n8322;n9276;2
n8322;n8758;2
n8322;n8319;4
n8322;n8321;3
n8322;n657;4
n8322;n8963;2
n8322;n8328;2
n8322;n9268;4
n8322;n9269;3
n8322;n7493;2
n8322;n6581;2
n8322;n8331;2
n8322;n9273;2
n8322;n9223;2
n8322;n7492;2
n8322;n6176;2
n8322;n9262;2
n8322;n6180;8
n8322;n7167;2
n8322;n725;3
n8322;n4477;4
n8322;n6177;12
n8322;n7509;3
n8322;n9271;2
n8322;n8335;2
n8322;n4217;2
n8322;n7955;3
n8322;n7767;3
n11305;n8467;2
n11305;n879;2
n11305;n13897;2
n11305;n940;2
n11305;n930;2
n11305;n806;2
n11305;n13383;2
n11305;n12232;2
n11305;n490;2
n11305;n805;2
n11305;n9775;2
n11305;n9721;2
n11305;n6978;2
n11305;n804;2
n11305;n7734;2
n11305;n9776;2
n11305;n7070;2
n11305;n6624;2
n11305;n11300;2
n11305;n919;3
n11305;n836;2
n11305;n15840;2
n11305;n7830;3
n11305;n7831;2
n11305;n7081;3
n11305;n923;2
n11305;n7978;2
n11305;n479;2
n11305;n768;3
n11305;n11302;3
n11305;n11809;3
n11305;n7047;2
n11305;n7871;2
n11305;n7914;3
n11305;n9753;2
n11305;n13409;2
n11305;n13797;2
n11305;n6962;2
n11305;n7832;2
n15366;n2260;2
n15366;n9150;2
n15366;n6827;2
n15366;n6633;2
n15366;n966;2
n15366;n2227;2
n15366;n9668;2
n15366;n15908;2
n15366;n235;2
n15366;n1261;2
n3095;n2743;3
n1418;n1355;2
n1418;n1314;2
n1418;n1336;2
n1418;n8560;2
n1418;n8523;4
n1418;n1405;2
n1418;n1433;4
n1418;n1426;2
n1418;n1430;2
n1418;n1325;3
n1418;n2427;2
n17202;n16083;3
n17202;n16078;2
n17202;n13738;2
n17202;n16349;2
n17202;n17453;4
n17202;n13717;9
n17202;n16350;4
n17202;n16348;2
n17202;n16089;5
n17202;n17454;8
n17202;n17456;4
n17202;n16358;5
n17202;n16081;2
n17202;n16351;4
n17202;n13720;4
n17202;n17452;3
n17202;n16093;7
n17202;n13715;3
n17202;n17207;2
n17202;n10636;2
n17202;n13716;2
n17202;n16092;3
n17202;n16094;4
n17202;n16075;2
n17202;n13718;2
n2848;n10104;2
n2848;n2872;4
n2848;n6458;3
n2848;n2840;2
n2848;n10087;2
n2848;n2860;5
n2848;n2838;6
n2848;n3022;3
n2848;n789;2
n2848;n2864;4
n2848;n2879;2
n2848;n3023;3
n2848;n2859;4
n2848;n2962;2
n2848;n2886;3
n2848;n10098;2
n2848;n2855;5
n2848;n6507;2
n2848;n9107;2
n2848;n2830;2
n2848;n3000;2
n2848;n2865;4
n2848;n2678;2
n2848;n2870;4
n2848;n2941;2
n2848;n11798;2
n2848;n2977;3
n2848;n2973;2
n2848;n2974;4
n2848;n2966;3
n2848;n9316;2
n2848;n2837;2
n2848;n2836;13
n2848;n2868;4
n2848;n2934;2
n2848;n2845;5
n2848;n2976;3
n2848;n2961;2
n2848;n2888;2
n2848;n2828;3
n2848;n2992;2
n2848;n2994;2
n2848;n2832;4
n2848;n10096;2
n2848;n2843;2
n2848;n2944;3
n2848;n2839;13
n2848;n2835;4
n2848;n2878;4
n2848;n6462;2
n2848;n6461;2
n2848;n2847;2
n2848;n5781;2
n2848;n2854;5
n3089;n14298;2
n3089;n2547;2
n3089;n5973;2
n3089;n6524;2
n3089;n3032;2
n3089;n5860;2
n3089;n12263;2
n3089;n3046;3
n3089;n2482;3
n3089;n2770;2
n3089;n5865;2
n3089;n5945;2
n3089;n2792;3
n3089;n17119;2
n3089;n3082;2
n3089;n3087;2
n3089;n5886;2
n3089;n2491;2
n3089;n12296;2
n3089;n226;2
n3089;n3088;2
n3089;n12732;2
n5303;n5296;2
n5303;n17343;3
n5303;n5259;2
n5303;n5249;2
n5303;n5238;2
n5303;n5284;2
n5303;n3003;2
n2603;n2654;2
n2603;n2608;18
n2603;n2701;2
n16727;n16816;2
n16727;n1227;2
n16171;n13183;2
n16171;n13177;2
n16171;n13203;2
n16171;n16607;2
n16171;n13178;2
n1684;n1839;2
n1684;n1688;5
n1684;n1793;2
n1684;n1551;2
n1684;n207;3
n1684;n11480;6
n1684;n1920;4
n1684;n127;3
n1684;n164;2
n1684;n1742;7
n1684;n1880;2
n1684;n1744;4
n1684;n1903;2
n1684;n1709;2
n1684;n1718;4
n1684;n1664;8
n1684;n1955;5
n1684;n1663;5
n1684;n2324;3
n1684;n10697;6
n1684;n1858;4
n1684;n1760;4
n1684;n1682;4
n1684;n1827;10
n1684;n1761;2
n1684;n1639;4
n1684;n1659;3
n1684;n6198;3
n1684;n1950;2
n1684;n1680;4
n1684;n1971;2
n1684;n1572;2
n1684;n163;2
n1684;n11958;2
n1684;n1978;2
n1684;n1661;5
n1684;n1698;4
n1684;n1556;2
n1684;n1807;4
n1684;n1851;4
n1684;n11481;2
n1684;n1785;3
n1684;n162;3
n1684;n1563;2
n1684;n1692;3
n1684;n6185;2
n1684;n14068;2
n1684;n1995;2
n1684;n1719;7
n1684;n10703;2
n1684;n11787;3
n1684;n3666;2
n1684;n1699;2
n1684;n1570;2
n1684;n1641;2
n1684;n1668;6
n1684;n1881;3
n1684;n1876;7
n1684;n10702;2
n1684;n1945;2
n1684;n1599;4
n1684;n1626;2
n1684;n1645;4
n1684;n1637;2
n1684;n1578;8
n1684;n1593;5
n5610;n7486;2
n5610;n3905;2
n5610;n12155;2
n5610;n627;2
n5610;n11542;2
n5610;n5551;2
n5610;n8936;2
n7463;n4849;2
n7463;n1257;2
n7463;n13460;2
n7463;n1512;2
n7463;n1244;2
n7463;n14853;2
n7463;n10259;2
n7463;n10295;2
n7463;n10283;2
n7463;n2937;2
n7463;n6156;2
n7463;n1270;2
n7463;n2843;2
n7463;n14122;2
n7463;n4828;2
n17562;n17563;5
n17562;n16978;2
n17562;n16920;2
n17562;n17483;2
n17562;n15152;2
n17562;n17564;8
n17562;n17417;2
n17562;n17559;7
n17562;n15163;8
n17562;n8293;2
n17562;n17374;5
n3306;n3282;2
n3306;n3187;2
n3306;n692;2
n3306;n15285;2
n3306;n9021;2
n3306;n721;2
n3306;n626;2
n3306;n5036;2
n3306;n9079;2
n3306;n2896;4
n3306;n728;3
n3306;n701;4
n3306;n6131;2
n3306;n3186;3
n3306;n3142;4
n3306;n9276;2
n3306;n3295;5
n3306;n9105;3
n3306;n3317;2
n3306;n3258;6
n3306;n6900;5
n3306;n3930;6
n3306;n452;5
n3306;n400;3
n3306;n3292;4
n3306;n8823;2
n3306;n4993;2
n3306;n6502;2
n11019;n14109;2
n11019;n4057;2
n11019;n3479;2
n11019;n4009;2
n11019;n14860;2
n11019;n6970;2
n11019;n3464;2
n11019;n7923;2
n11019;n4038;2
n11019;n14380;2
n11019;n3710;2
n11019;n3722;3
n4773;n4755;4
n4773;n12681;2
n4773;n8004;2
n4773;n4814;2
n4773;n5225;2
n4773;n4668;2
n4773;n8013;2
n4773;n4742;2
n4773;n4681;2
n4773;n4676;3
n4773;n5207;2
n4773;n4812;2
n4773;n4735;2
n5163;n7431;2
n5163;n10774;2
n5163;n5171;2
n5163;n15440;2
n5163;n8060;2
n5163;n7420;2
n5163;n5160;5
n5163;n5164;3
n5163;n7974;2
n5163;n5177;2
n4498;n4499;2
n4498;n4437;2
n4498;n4497;2
n4498;n4581;3
n4498;n4476;3
n14845;n14825;2
n14845;n14830;2
n14845;n14844;2
n14845;n17064;3
n14845;n17032;3
n14892;n2268;2
n14892;n12345;2
n14892;n1664;3
n14892;n10695;2
n14892;n1661;2
n14892;n2344;4
n14892;n2323;4
n14892;n12335;2
n14892;n1821;3
n14892;n1869;5
n5435;n5451;2
n5435;n5391;7
n5435;n5389;9
n5435;n5446;4
n5435;n5448;5
n5435;n5383;4
n5435;n5404;4
n5435;n5457;6
n5435;n5403;8
n5435;n9845;4
n5435;n5401;4
n5435;n5453;6
n5435;n11320;2
n5435;n5430;10
n5435;n11333;3
n5435;n5405;6
n5435;n5496;3
n5435;n5425;2
n5435;n5420;8
n5435;n5414;2
n5435;n5413;4
n5435;n5412;3
n5435;n5442;7
n5435;n11334;2
n5435;n5509;8
n5435;n9859;3
n5435;n5484;6
n5435;n5514;6
n5435;n9843;2
n5435;n5437;10
n5435;n5355;8
n5435;n5479;7
n5435;n5352;3
n5435;n5372;4
n5435;n5460;4
n5435;n9860;4
n5435;n5429;7
n5435;n3977;7
n5435;n11332;3
n5435;n5462;5
n5435;n5366;4
n5435;n5361;3
n5435;n5362;6
n5435;n5465;4
n5435;n5380;7
n5435;n11322;3
n5435;n5518;6
n5435;n551;2
n5435;n11336;2
n5435;n5390;10
n5435;n5388;5
n5435;n5452;3
n5435;n5386;7
n5435;n5499;4
n5435;n5458;4
n5435;n5454;7
n5435;n5394;3
n5435;n5428;4
n5435;n5408;4
n5435;n5440;4
n5435;n9842;4
n5435;n5406;5
n5435;n5407;2
n5435;n5443;2
n5435;n5521;7
n5435;n5424;8
n5435;n5423;4
n5435;n5422;5
n5435;n5411;3
n5435;n11329;4
n5435;n5475;4
n5435;n5476;4
n5435;n5477;4
n5435;n5516;4
n5435;n5349;4
n5435;n7141;2
n5435;n11345;3
n5435;n5342;4
n5435;n9853;4
n5435;n5357;7
n5435;n11346;3
n5435;n5368;10
n5435;n9849;3
n5435;n11327;4
n5435;n5363;3
n5435;n5382;3
n5435;n5466;2
n5435;n5381;3
n5435;n5468;4
n5435;n5469;3
n5435;n5517;2
n5435;n5463;4
n10382;n10927;2
n10382;n4066;2
n10382;n8639;2
n10382;n7251;2
n10382;n604;2
n10382;n8618;2
n10382;n7122;2
n10382;n5731;2
n10382;n7904;2
n10382;n3689;2
n10382;n6811;2
n10382;n688;2
n10382;n4057;2
n10382;n3763;2
n10382;n3474;2
n8087;n3257;4
n8087;n723;2
n8087;n447;3
n8087;n4998;2
n8087;n3279;2
n12593;n13131;2
n12593;n582;3
n7991;n8616;3
n7991;n8615;4
n7991;n10914;2
n14478;n7767;2
n14478;n3556;2
n14478;n15889;2
n14478;n5670;3
n2247;n16655;2
n3746;n6844;2
n3746;n6928;2
n3746;n6617;3
n3746;n6892;2
n3746;n4359;2
n3746;n3476;4
n3746;n4368;2
n3746;n6641;2
n3746;n6794;3
n3746;n6839;3
n3746;n12525;2
n3746;n6918;4
n3746;n6643;2
n3746;n6655;2
n3746;n6665;2
n3746;n6668;2
n3746;n6818;2
n3746;n6670;2
n3746;n6888;2
n3746;n4453;2
n3746;n6752;2
n3746;n6758;2
n3746;n3745;3
n3746;n13149;2
n3746;n3728;2
n3746;n4450;3
n3746;n6646;2
n3746;n6848;3
n3746;n6763;3
n3746;n6842;2
n3746;n6773;2
n9381;n2896;2
n9381;n728;2
n9381;n721;2
n2944;n2923;2
n2944;n2957;2
n2944;n2974;3
n2944;n2865;3
n2944;n4840;2
n2944;n2859;3
n2944;n10096;2
n2944;n3027;3
n2944;n2945;2
n2944;n10091;4
n2944;n5777;3
n2944;n2962;3
n2944;n2838;5
n2944;n14326;2
n2944;n10104;2
n4362;n3069;2
n425;n418;2
n425;n384;2
n425;n3186;2
n425;n2019;2
n425;n11298;2
n425;n7049;3
n425;n481;5
n425;n4495;2
n425;n4475;2
n425;n6900;2
n425;n3247;2
n425;n386;2
n1424;n1354;4
n1424;n1317;3
n1424;n8530;4
n1424;n1385;6
n1424;n8199;5
n1424;n3690;2
n1424;n1343;2
n1424;n1390;6
n1424;n1388;2
n1424;n8532;4
n1424;n2415;4
n1424;n6682;5
n1424;n1351;4
n1424;n1434;8
n1424;n8527;5
n1424;n8163;5
n1424;n1345;4
n1424;n1430;4
n1424;n1431;2
n1424;n1415;2
n1424;n1413;6
n1424;n1360;2
n1424;n1416;6
n1424;n4397;5
n1424;n2441;4
n1424;n3842;5
n1424;n8531;4
n1424;n2417;2
n1424;n8143;3
n1424;n1386;6
n1424;n1417;2
n1424;n8228;5
n1424;n2437;5
n1424;n2438;3
n1424;n1350;4
n1424;n8261;5
n1424;n1366;4
n1424;n1313;4
n1424;n8525;5
n1424;n6739;4
n1424;n1291;6
n1424;n1293;5
n1424;n1353;3
n1424;n1397;5
n1424;n1357;4
n1424;n1376;3
n1424;n17767;2
n1424;n13993;2
n1424;n2427;2
n1424;n1432;2
n1424;n3807;2
n1424;n1349;4
n1424;n1332;4
n1424;n1409;9
n1424;n1421;7
n1424;n1418;2
n1424;n8774;2
n1424;n1362;5
n1424;n2377;5
n1424;n2451;5
n1424;n1427;6
n1424;n1429;5
n1424;n1303;3
n1424;n6730;4
n1424;n1306;2
n1424;n1394;8
n1424;n2416;6
n1424;n1336;10
n1424;n1321;2
n1424;n1412;5
n1424;n1305;2
n1424;n8528;4
n1424;n1347;2
n1424;n4276;6
n1424;n1420;3
n1424;n6700;2
n1424;n2374;4
n1424;n1389;4
n1424;n2448;4
n1424;n4034;2
n1424;n8523;7
n1424;n8521;4
n1424;n8547;2
n1424;n1392;5
n1424;n8524;5
n1424;n8175;2
n1424;n6679;6
n1424;n1393;7
n1424;n1426;9
n1424;n8771;3
n1424;n1425;6
n1424;n8138;2
n1424;n8283;4
n1424;n8526;4
n1424;n1295;2
n1424;n6736;4
n1424;n6684;2
n1424;n1433;3
n1424;n1405;5
n1424;n2380;4
n11374;n569;2
n11374;n701;2
n11374;n7457;2
n10362;n4840;2
n10362;n7786;2
n10362;n3225;2
n10362;n7791;2
n10362;n10873;2
n10362;n1440;2
n3496;n6900;2
n3496;n579;2
n3496;n5036;2
n3496;n874;3
n3496;n4983;2
n3496;n3367;2
n3496;n4997;2
n3496;n4984;2
n3496;n9072;2
n3496;n6502;2
n3496;n2041;3
n3496;n8585;2
n3496;n3213;2
n3496;n7120;2
n3496;n5674;2
n3496;n4986;11
n9233;n3435;2
n9233;n660;2
n9233;n5758;2
n9233;n3884;3
n9190;n13677;3
n9190;n12133;2
n9190;n8957;2
n9190;n1023;3
n9190;n9661;2
n9190;n15481;3
n9190;n2201;3
n231;n3758;2
n231;n3757;2
n231;n14859;2
n231;n15044;2
n231;n9056;2
n231;n1505;2
n231;n12609;2
n231;n10430;2
n231;n3716;2
n231;n7717;5
n231;n10432;2
n231;n5669;2
n231;n4875;2
n2638;n3434;2
n2638;n2896;2
n2638;n7294;2
n2638;n7795;2
n17507;n17505;2
n17507;n17050;2
n17507;n17261;3
n17507;n17283;2
n12871;n10285;2
n3338;n12400;2
n3338;n3960;2
n12030;n12019;2
n12030;n12023;2
n12030;n12033;3
n12030;n12849;2
n1982;n1902;2
n1982;n1718;4
n1982;n1869;2
n1982;n1596;2
n1982;n162;5
n1982;n164;4
n1982;n6261;5
n1982;n1840;2
n1982;n1777;3
n1982;n1612;2
n1982;n1598;2
n1982;n127;4
n1982;n1588;2
n1982;n1702;2
n1982;n130;2
n1982;n106;2
n1982;n1722;2
n1982;n1741;2
n1982;n1906;3
n1982;n1661;2
n1982;n1983;2
n1982;n3651;2
n1982;n62;2
n1982;n1679;2
n1982;n1923;4
n1982;n17011;2
n1982;n1763;2
n1982;n1578;3
n1982;n1746;2
n1982;n1847;2
n1982;n1941;2
n1982;n1877;3
n1982;n3667;3
n1982;n1876;3
n1982;n1760;2
n1982;n1835;2
n1982;n1762;4
n1982;n1761;2
n1982;n1764;2
n1982;n1715;2
n1982;n6247;6
n1982;n1727;2
n1982;n10697;6
n1982;n1868;2
n1982;n14362;2
n1982;n3666;2
n1982;n1573;2
n1982;n17010;2
n1982;n1699;6
n1982;n1719;3
n1982;n1579;2
n1982;n1664;2
n1982;n1800;2
n9113;n6900;2
n9113;n10398;2
n9113;n7590;4
n9113;n3133;2
n9113;n7277;2
n9113;n11068;2
n9113;n3930;4
n9113;n3140;3
n9113;n7720;2
n9113;n721;2
n9113;n9077;2
n9113;n1067;2
n9113;n9105;2
n9113;n3195;3
n9113;n692;2
n9113;n8980;2
n9113;n4429;2
n9113;n3142;3
n9113;n1231;2
n9113;n660;2
n9113;n7506;2
n9113;n3870;3
n9113;n11096;3
n9113;n3867;2
n9113;n3143;2
n9113;n4415;2
n9113;n9114;2
n9113;n2071;2
n9113;n9108;2
n9113;n9879;2
n9113;n3186;2
n9113;n546;2
n9113;n3266;2
n9113;n6490;2
n9113;n7457;2
n9113;n5494;2
n9113;n7321;2
n9113;n706;2
n9113;n465;3
n9113;n9100;2
n9113;n1064;2
n9113;n6849;2
n9113;n701;3
n9113;n11072;2
n9113;n9331;3
n9113;n4950;2
n9113;n3306;3
n9113;n4205;2
n9113;n1069;2
n9113;n654;2
n9113;n2896;3
n9113;n3141;2
n9113;n452;2
n1894;n2316;12
n1894;n1890;2
n1894;n1681;2
n1894;n12008;5
n1894;n10026;16
n1894;n14053;2
n1894;n2333;24
n1894;n6254;2
n1894;n124;2
n1894;n184;2
n1894;n6292;5
n1894;n7562;2
n1894;n6272;7
n1894;n2315;3
n1894;n14713;3
n1894;n105;4
n1894;n7528;2
n1894;n6194;3
n1894;n1950;6
n1894;n1715;4
n1894;n1827;2
n1894;n6423;5
n1894;n1677;7
n1894;n12458;5
n1894;n2300;5
n1894;n12511;2
n1894;n12457;4
n1894;n1605;31
n1894;n182;2
n1894;n1964;4
n1894;n1631;3
n1894;n1741;2
n1894;n131;8
n1894;n10055;3
n1894;n7539;5
n1894;n193;5
n1894;n1688;4
n1894;n12430;6
n1894;n6338;2
n1894;n2305;8
n1894;n1895;3
n1894;n6318;10
n1894;n1718;2
n1894;n208;6
n1894;n197;8
n1894;n6416;3
n1894;n10053;4
n1894;n1949;3
n1894;n12545;4
n1894;n12015;3
n1894;n6258;5
n1894;n1896;2
n1894;n1596;3
n1894;n164;14
n1894;n7548;2
n1894;n127;5
n1894;n409;4
n1894;n6415;6
n1894;n6445;4
n1894;n7545;2
n1894;n148;3
n1894;n6259;6
n1894;n112;3
n1894;n12435;7
n1894;n12000;2
n1894;n12326;2
n1894;n1898;7
n1894;n91;6
n1894;n12011;2
n1894;n7551;4
n1894;n7547;3
n1894;n97;2
n1894;n6225;15
n1894;n1645;2
n1894;n1626;25
n1894;n7518;6
n1894;n117;9
n1894;n12442;4
n1894;n12475;2
n1894;n1952;8
n1894;n1876;2
n1894;n12016;7
n1894;n7516;17
n1894;n89;7
n1894;n12453;2
n1894;n6239;2
n1894;n13058;4
n1894;n1627;12
n1894;n7220;37
n1894;n1574;5
n1894;n7527;8
n1894;n7512;3
n1894;n13057;2
n1894;n1926;2
n1894;n130;4
n1894;n6238;2
n1894;n137;2
n1894;n6420;12
n1894;n2313;7
n1894;n10054;4
n1894;n203;7
n1894;n10027;2
n1894;n2274;3
n1894;n2273;6
n1894;n12460;4
n1894;n2331;4
n1894;n6441;7
n1894;n1851;4
n1894;n6418;5
n1894;n1832;11
n1894;n6419;11
n1894;n12540;2
n1894;n12348;6
n1894;n12004;2
n1894;n12476;5
n1894;n13087;2
n1894;n1987;7
n1894;n12007;5
n1894;n12003;5
n1894;n12441;2
n1894;n10699;5
n1894;n1965;6
n1894;n1864;10
n1894;n1961;3
n1894;n12012;12
n1894;n1993;3
n1894;n6319;2
n1894;n1680;3
n1894;n1892;6
n1894;n166;8
n1894;n1728;11
n1894;n2326;7
n1894;n13006;2
n1894;n10072;2
n1894;n1954;3
n1894;n6248;2
n1894;n499;2
n1894;n161;2
n1894;n135;4
n1894;n7522;5
n1894;n1931;2
n1894;n82;2
n1894;n7191;8
n1894;n11969;2
n1894;n150;2
n1894;n3067;5
n1894;n6433;3
n1894;n12448;5
n1894;n1724;3
n1894;n6321;3
n1894;n6424;3
n1894;n6271;4
n1894;n145;12
n1894;n6201;3
n1894;n12436;2
n1894;n7558;4
n1894;n1976;2
n1894;n1960;2
n1894;n64;2
n1894;n6267;3
n1894;n7557;5
n1894;n123;2
n1894;n2296;2
n1894;n77;2
n1894;n6339;5
n1894;n141;2
n1894;n6296;8
n1894;n1811;9
n1894;n2318;3
n1894;n6187;3
n1894;n6233;4
n1894;n1699;3
n1894;n1723;3
n1894;n12005;4
n1894;n78;3
n1894;n12010;6
n1894;n3653;2
n1894;n2275;9
n1894;n12478;3
n1894;n12438;8
n1894;n6226;3
n1894;n1932;2
n1894;n63;2
n1894;n9632;3
n1894;n70;6
n1894;n2294;2
n1894;n7517;10
n1894;n10314;3
n1894;n2297;18
n1894;n3654;3
n1894;n7193;6
n1894;n1985;4
n1894;n147;3
n1894;n13615;3
n1894;n6222;9
n1894;n1828;2
n1894;n1565;11
n1894;n7552;2
n1894;n10068;3
n1894;n1676;4
n1894;n1948;2
n1894;n412;3
n1894;n199;4
n1894;n12443;2
n1894;n163;2
n1894;n6255;2
n1894;n192;11
n1894;n2310;3
n1894;n12432;4
n1894;n1572;3
n1894;n6341;4
n1894;n6399;2
n1894;n1694;3
n1894;n2330;3
n1894;n13010;2
n1894;n162;23
n1894;n7189;2
n1894;n84;2
n1894;n6273;4
n4334;n2719;4
n4334;n5022;8
n4334;n4270;4
n4334;n2405;2
n4334;n8239;2
n4334;n1307;3
n4334;n404;3
n4334;n7378;2
n4334;n4287;2
n4334;n1411;5
n4334;n5029;5
n4334;n4291;2
n4334;n5018;8
n4334;n5017;2
n4334;n6679;3
n4334;n2375;2
n4334;n5024;10
n4334;n1385;3
n4334;n6994;3
n4334;n2410;4
n4334;n5014;11
n4334;n2132;6
n4334;n8660;2
n4334;n2401;6
n4334;n4099;2
n4334;n8271;3
n4334;n4262;4
n4334;n9577;2
n4334;n8548;2
n7521;n208;2
n7521;n6322;3
n7521;n113;2
n7521;n168;3
n7521;n6267;2
n7521;n12460;2
n7521;n164;2
n7521;n1815;2
n7521;n6418;4
n7521;n6296;2
n7521;n7189;4
n7521;n408;2
n7521;n7527;7
n7521;n3067;2
n7521;n1565;2
n7521;n412;2
n7521;n7539;9
n7521;n192;3
n7521;n12432;2
n7521;n12012;2
n7521;n105;3
n7521;n7551;2
n7521;n7518;2
n7521;n63;2
n7521;n117;3
n7521;n6266;2
n7521;n499;6
n7521;n70;2
n7521;n7524;2
n7521;n7191;4
n7521;n1574;2
n7521;n7220;4
n7521;n1894;3
n7521;n7193;2
n7521;n7522;5
n7521;n1985;2
n7521;n11957;3
n7521;n6281;4
n7521;n148;2
n7521;n1581;3
n7521;n157;5
n7521;n7542;3
n7521;n1987;4
n7521;n140;2
n7521;n12005;5
n7521;n6406;3
n7521;n169;5
n7521;n13021;2
n15208;n6501;2
n15208;n2599;2
n15208;n12400;2
n6673;n2391;2
n6673;n6675;2
n6673;n1425;10
n6673;n6740;5
n6673;n13902;2
n6673;n1398;6
n6673;n6684;7
n6673;n7271;5
n6673;n1295;2
n6673;n7267;2
n6673;n1412;2
n6673;n16838;4
n6673;n3493;2
n6673;n1392;7
n6673;n8521;3
n6673;n1420;10
n6673;n2439;2
n6673;n3812;3
n6673;n7151;6
n6673;n8153;4
n6673;n2421;3
n6673;n1421;9
n6673;n6741;6
n6673;n2443;14
n6673;n1293;6
n6673;n7237;2
n6673;n2444;11
n6673;n6750;2
n6673;n1416;12
n6673;n3850;5
n6673;n3194;2
n6673;n3851;2
n6673;n12912;3
n6673;n2442;7
n6673;n6726;5
n6673;n17252;5
n6673;n15772;2
n6673;n1343;2
n6673;n1400;2
n6673;n6743;6
n6673;n7211;3
n6673;n1385;15
n6673;n8158;2
n6673;n7005;6
n6673;n8688;2
n6673;n8130;5
n6673;n7232;3
n6673;n1393;16
n6673;n6679;13
n6673;n6681;10
n6673;n1405;3
n6673;n6683;7
n6673;n2412;2
n6673;n2431;9
n6673;n1411;5
n6673;n8149;2
n6673;n7230;7
n6673;n2448;5
n6673;n6699;6
n6673;n6700;7
n6673;n14395;2
n6673;n6677;3
n6673;n2416;4
n6673;n1394;15
n6673;n1427;10
n6673;n1315;4
n6673;n1429;2
n6673;n1321;2
n6673;n7182;2
n6673;n2452;2
n6673;n8157;2
n6673;n6184;2
n6673;n1381;2
n6673;n8133;4
n6673;n2377;6
n6673;n7198;4
n6673;n13836;3
n6673;n6676;4
n6673;n6739;2
n6673;n7172;2
n6673;n1432;5
n6673;n2436;12
n6673;n1397;5
n6673;n2376;11
n6673;n2441;5
n6673;n4397;3
n6673;n6909;2
n6673;n1413;11
n6673;n1415;9
n6673;n7236;6
n6673;n6674;4
n6673;n7234;3
n6673;n11572;2
n6673;n2450;4
n6673;n6678;4
n6673;n2415;3
n6673;n8129;2
n6673;n4320;4
n6673;n2010;3
n6673;n7231;6
n6673;n7233;2
n6673;n8132;6
n6673;n6682;7
n6673;n7303;7
n6673;n4919;2
n6673;n7238;2
n6673;n8532;2
n14116;n3320;2
n14116;n4993;2
n14116;n827;2
n14116;n10385;2
n14116;n792;2
n14116;n3510;2
n14017;n9474;2
n14017;n10999;2
n14017;n8732;2
n14017;n5733;2
n14017;n4195;2
n2364;n2399;18
n2364;n2384;4
n2364;n8258;3
n2364;n2381;8
n2364;n2397;3
n2364;n6703;2
n2364;n1292;3
n2364;n6054;7
n2364;n6108;2
n2364;n8292;4
n2364;n6060;4
n2364;n2365;5
n2364;n1344;2
n2364;n8227;5
n2364;n6045;3
n2364;n2391;2
n2364;n1295;4
n2364;n8219;5
n2364;n1305;3
n2364;n6103;6
n2364;n8291;7
n2364;n6058;4
n2364;n1434;2
n2364;n8212;2
n2364;n2362;2
n2364;n2445;2
n2364;n1343;2
n2364;n8231;9
n2364;n8142;5
n2364;n1326;2
n2364;n8177;3
n2364;n1403;2
n2364;n8260;6
n2364;n1289;4
n2364;n2386;8
n2364;n8223;14
n2364;n1300;4
n2364;n1324;2
n2364;n1414;2
n2364;n8143;2
n2364;n6168;8
n2364;n6106;4
n5213;n4782;2
n5213;n4733;2
n5213;n7997;2
n5213;n4822;2
n5213;n4673;2
n5213;n5214;2
n5213;n11648;2
n5213;n4742;2
n5213;n8014;2
n5213;n4738;3
n5213;n8008;2
n5213;n4757;2
n5213;n9630;2
n5213;n4776;2
n5213;n4792;2
n5213;n5198;2
n5213;n4809;2
n5213;n4810;2
n5213;n4723;3
n5213;n4751;2
n5213;n5216;2
n5213;n4795;2
n5213;n5208;3
n5213;n4697;3
n5213;n8018;2
n5213;n8009;2
n5213;n4732;2
n5213;n4826;3
n5213;n4823;2
n5213;n5217;3
n5213;n4767;2
n5213;n4689;2
n5213;n9625;3
n5213;n5209;2
n5213;n4814;2
n5213;n4765;2
n5213;n4739;2
n5213;n11650;3
n5213;n4801;4
n9742;n13397;2
n9742;n3918;2
n9742;n4495;2
n9742;n633;2
n9742;n4475;2
n9742;n691;2
n9742;n7720;2
n9742;n5991;2
n9742;n425;2
