id;ActorName;movies_95_04;main_genre;genres
n15629;Rudder, Michael (I);12;Thriller;Action:1,Comedy:1,Drama:1,Fantasy:1,Horror:1,NULL:2,Romance:1,Sci-Fi:1,Thriller:2,War:1
n5026;Morgan, Debbi;16;Drama;Comedy:2,Documentary:1,Drama:6,Horror:2,NULL:3,Romance:2
n11252;Bellows, Gil;33;Drama;Comedy:6,Documentary:1,Drama:7,Family:1,Fantasy:1,Horror:1,Mystery:2,NULL:2,Romance:6,Short:2,Thriller:4
n5150;Dray, Albert;20;Comedy;Comedy:6,Crime:1,Documentary:1,Drama:4,NULL:5,Romance:1,Short:1,Thriller:1
n4057;Daly, Shane (I);18;Drama;Comedy:2,Crime:1,Drama:7,Horror:1,Music:1,Musical:1,Romance:1,Thriller:4
n12373;Macfadyen, Angus;24;Drama;Action:1,Adventure:1,Documentary:1,Drama:7,Family:1,Fantasy:1,Horror:2,NULL:1,Romance:2,Sci-Fi:1,Short:2,Thriller:4
n3453;Djola, Badja;11;Drama;Adult:1,Drama:7,Thriller:3
n9878;Twiggy;12;Music;Documentary:5,Drama:1,Music:4,Romance:2
n4988;Winfrey, Oprah;21;Music;Comedy:1,Documentary:8,Drama:1,Family:1,Music:2,NULL:6,Short:2
n13032;Champagne (II);11;Adult;Adult:8,NULL:3
n13060;Sweet, Jay (I);11;Adult;Adult:7,NULL:4
n3541;Roach, Martin;36;Drama;Action:3,Animation:2,Comedy:1,Crime:1,Drama:13,Family:1,Music:1,Mystery:3,NULL:2,Romance:2,Sci-Fi:1,Short:1,Thriller:5
n9373;Welch, Raquel;24;Comedy;Comedy:4,Documentary:7,Drama:4,Family:2,Music:1,NULL:5,Sci-Fi:1
n4120;Yue, Shawn;15;Drama;Action:3,Comedy:3,Drama:4,Fantasy:1,NULL:1,Romance:3
n14308;Landström, Örjan;12;Thriller;Comedy:1,Drama:2,NULL:3,Short:3,Thriller:3
n13517;Scarborough, Adrian;13;Drama;Animation:1,Comedy:3,Drama:7,NULL:1,Thriller:1
n12059;Valcárcel, Javier;10;Romance;Comedy:1,Drama:1,NULL:6,Romance:2
n3932;Weinberg, Max (I);10;Music;Comedy:2,Documentary:1,Music:5,NULL:1,Romance:1
n577;Hingle, Pat;16;Comedy;Adventure:2,Comedy:3,Crime:1,Documentary:3,Drama:3,Fantasy:1,NULL:1,Thriller:1,War:1
n1362;Yamazaki, Takumi;20;Sci-Fi;Animation:3,Comedy:2,Fantasy:2,Horror:3,NULL:2,Sci-Fi:5,Short:2,Thriller:1
n9764;Sokoloff, Marla;11;Comedy;Comedy:3,Crime:1,Drama:2,NULL:1,Romance:1,Sci-Fi:2,Short:1
n6511;Sims, Molly;12;Music;Action:1,Comedy:1,Crime:2,Documentary:2,Family:1,Music:3,NULL:2
n10932;Benson, Amber;15;Drama;Action:1,Comedy:2,Documentary:1,Drama:4,Horror:1,Music:2,Romance:3,Thriller:1
n13040;Warhol, Andy;13;Music;Documentary:8,Music:4,NULL:1
n2416;Rogers, Debra Jean;30;Sci-Fi;Action:3,Animation:5,Crime:1,Drama:1,Fantasy:2,Horror:1,NULL:1,Romance:1,Sci-Fi:15
n9554;Diego, Gabino;20;Comedy;Comedy:6,Drama:1,Family:5,Music:1,Romance:4,Short:1,Thriller:1,War:1
n11701;Carvana, Hugo (I);15;Drama;Comedy:1,Drama:4,Fantasy:1,Musical:1,NULL:8
n11054;Baker, Carroll;15;Drama;Documentary:7,Drama:3,Mystery:1,NULL:1,Romance:1,Thriller:1,Western:1
n13485;Böhm, Katharina;36;Drama;Comedy:3,Crime:5,Drama:8,Mystery:4,NULL:7,Romance:2,Short:2,Thriller:5
n10043;James, Robbie;16;Adult;Adult:13,NULL:3
n14551;Figueiredo, Paulo;12;Romance;Drama:2,NULL:7,Romance:3
n893;Angel, Vanessa;12;Comedy;Adventure:1,Comedy:4,Crime:1,Drama:1,NULL:1,Romance:1,Sci-Fi:1,Thriller:2
n9573;López, Pepa;18;Drama;Comedy:4,Crime:1,Drama:5,Horror:1,NULL:6,Short:1
n647;Hall, Deidre;10;Drama;Documentary:3,Drama:1,NULL:5,Thriller:1
n1867;Luv, Leah;13;Adult;Adult:7,NULL:6
n16112;Katô, Haruhiko;10;Horror;Comedy:1,Drama:1,Horror:2,NULL:5,Romance:1
n12091;Casanova, Delia;10;Romance;Comedy:1,Drama:1,Mystery:1,NULL:2,Romance:4,Thriller:1
n1460;Dumont, Sky;18;Comedy;Comedy:4,Crime:2,Drama:2,Mystery:1,NULL:2,Romance:1,Sci-Fi:1,Short:2,Thriller:2,Western:1
n11180;Brandrup, Johannes;33;Thriller;Comedy:6,Crime:3,Drama:7,Family:1,NULL:4,Romance:3,Short:1,Thriller:8
n7320;Cake, Jonathan;15;Drama;Comedy:1,Drama:5,NULL:4,Romance:1,Sci-Fi:1,Short:1,Thriller:2
n15151;Mizuno, Miki;19;Drama;Comedy:2,Crime:1,Drama:4,NULL:8,Romance:2,Sci-Fi:1,Thriller:1
n6151;Bonham-Carter, Crispin;10;Drama;Comedy:1,Crime:1,Drama:3,Horror:1,NULL:2,Romance:2
n2645;DMX;16;Drama;Crime:1,Documentary:2,Drama:4,Music:3,NULL:5,Thriller:1
n17284;Saarinen, Eero;11;Musical;Comedy:1,Documentary:1,Drama:1,Music:1,Musical:2,NULL:3,Romance:1,Short:1
n4152;Lee, Amanda (I);29;Comedy;Action:2,Comedy:6,Drama:3,Horror:3,Mystery:2,NULL:8,Romance:2,Thriller:3
n15006;Gresty, Lucy;31;Adult;Adult:5,NULL:19,Short:7
n9570;Orella, Francesc;26;Drama;Action:1,Comedy:2,Crime:1,Drama:12,Family:1,NULL:4,Short:3,Thriller:1,War:1
n5314;Lykkegaard, Henrik;23;Comedy;Comedy:7,Crime:3,Documentary:1,Family:6,NULL:3,Short:3
n560;Fisher, Carrie;32;Comedy;Adventure:1,Comedy:4,Documentary:13,Drama:2,Family:1,Mystery:1,NULL:5,Romance:1,Short:2,Thriller:1,War:1
n15399;Peniche, Arturo;19;Romance;Action:2,Adventure:1,Comedy:1,Drama:4,Family:1,Musical:1,NULL:4,Romance:5
n2101;Mora, Tiriel;15;Comedy;Adventure:1,Comedy:4,Drama:4,Music:2,NULL:1,Sci-Fi:1,Short:2
n9998;Dumont, Michel;10;Drama;Comedy:1,Crime:1,Drama:5,NULL:2,Sci-Fi:1
n17796;Laval, Anja Juliette;23;Adult;Adult:23
n14912;Moranty, Andrea;16;Adult;Adult:9,NULL:7
n10650;McKinley, Scott;12;Comedy;Comedy:3,Drama:2,Music:1,Romance:1,Sci-Fi:1,Short:2,Thriller:2
n7204;"O&apos;Neil, Linda";13;Comedy;Comedy:3,Documentary:1,Drama:2,NULL:7
n5434;Wright, Alex (III);10;Action;Action:6,Documentary:3,NULL:1
n4433;de la Fuente, Cristián;15;Drama;Comedy:1,Drama:4,Mystery:1,NULL:4,Romance:3,Thriller:2
n16012;Viktorovic, Olivera;13;Drama;Comedy:3,Crime:1,Drama:6,Family:1,Romance:1,War:1
n9599;Sanz, Jorge (I);35;Comedy;Comedy:7,Documentary:1,Drama:7,Family:3,Fantasy:1,Romance:4,Sci-Fi:1,Short:2,Thriller:7,War:2
n15167;Motoki, Masahiro;18;Drama;Adventure:1,Comedy:1,Crime:1,Drama:9,Horror:1,NULL:2,Romance:1,Thriller:1,War:1
n6945;Grønli, Jan;14;Drama;Comedy:1,Drama:4,Family:3,NULL:2,Short:2,Thriller:1,Western:1
n2875;Twain, Shania;25;Music;Comedy:1,Documentary:4,Music:17,NULL:1,Short:2
n817;Reinhold, Judge;38;Comedy;Action:2,Animation:1,Comedy:9,Documentary:1,Drama:4,Family:3,Horror:1,Music:1,Mystery:1,NULL:5,Romance:1,Sci-Fi:3,Short:2,Thriller:4
n14305;Confalone, Marina;11;Drama;Comedy:3,Drama:4,Family:1,NULL:2,Short:1
n11818;Morse, David (I);31;Drama;Animation:1,Comedy:2,Documentary:2,Drama:11,Fantasy:2,Music:1,Mystery:1,NULL:2,Romance:1,Sci-Fi:1,Short:3,Thriller:3,Western:1
n13947;Bydzovská, Zuzana;11;Comedy;Comedy:3,Drama:3,NULL:4,Romance:1
n538;Del Toro, Benicio;32;Drama;Comedy:1,Documentary:9,Drama:7,Family:2,Music:1,Mystery:1,NULL:2,Short:7,Thriller:1,Western:1
n17479;Nagatsuka, Kyozo;10;Romance;Drama:2,NULL:5,Romance:3
n1166;Cunningham, Liam;25;Drama;Drama:9,Horror:1,Mystery:1,NULL:4,Romance:3,Sci-Fi:1,Short:3,Thriller:3
n397;Winbush, Troy;15;Drama;Action:1,Adult:1,Comedy:1,Crime:2,Drama:3,Family:1,NULL:2,Romance:1,Short:1,Thriller:2
n17872;Dayan, Assi;17;Drama;Action:1,Comedy:1,Documentary:2,Drama:8,Fantasy:1,NULL:1,Romance:3
n10103;Stipe, Michael;17;Music;Comedy:2,Documentary:5,Drama:1,Family:1,Music:6,Short:2
n17326;Toivonen, Kari-Pekka;20;Drama;Comedy:4,Crime:1,Drama:6,Musical:1,NULL:4,Romance:1,Short:1,Thriller:1,Western:1
n14786;Briers, Richard;29;Comedy;Comedy:7,Documentary:9,Drama:2,Family:1,Fantasy:1,Music:1,NULL:3,Short:5
n10672;Manson, Ted;10;Drama;Drama:4,Fantasy:1,Romance:2,Short:2,Thriller:1
n10577;"R&apos;Mante, Adrian";10;Comedy;Comedy:3,Documentary:1,Drama:2,Family:1,Music:1,NULL:1,Thriller:1
n16156;Jhangiani, Preeti;10;Romance;Action:1,Comedy:1,Drama:1,NULL:1,Romance:3,Thriller:2,War:1
n10489;Villafuerte, Amara;15;Drama;Action:1,Comedy:2,Drama:3,Fantasy:1,Musical:1,NULL:3,Romance:3,Short:1
n2958;Oddie, Bill;14;Romance;Animation:1,Comedy:1,Documentary:6,Family:1,NULL:4,Romance:1
n10840;Archer, Anne;22;Drama;Action:1,Adventure:1,Comedy:2,Documentary:2,Drama:5,Family:2,Fantasy:1,NULL:1,Romance:2,Short:4,Thriller:1
n5850;Dietl, Harald;17;Crime;Crime:13,Family:1,NULL:3
n12291;Auer, Barbara;32;Crime;Comedy:5,Crime:8,Drama:5,Family:1,Mystery:1,NULL:4,Romance:6,Thriller:2
n1615;Ray, Joey (II);144;Adult;Action:2,Adult:106,Comedy:1,Documentary:1,NULL:32,Romance:1,Short:1
n6812;Adams, Steve (I);32;Thriller;Action:1,Adventure:1,Animation:1,Comedy:2,Drama:8,Family:1,Mystery:1,NULL:3,Romance:1,Sci-Fi:2,Short:1,Thriller:10
n17022;Klauzner, Uri;15;Drama;Action:1,Crime:1,Drama:9,Short:1,War:3
n6434;Tara (I);23;Adult;Adult:13,NULL:10
n11935;Joswig, Patrick;11;Drama;Comedy:2,Crime:3,Drama:3,NULL:2,Thriller:1
n10738;Mahal, Taj (I);14;Music;Adventure:1,Documentary:4,Drama:3,Music:4,NULL:1,Romance:1
n7242;Wilkinson, Tom (I);32;Drama;Adventure:1,Comedy:4,Crime:2,Documentary:1,Drama:9,Family:1,Fantasy:2,NULL:2,Romance:4,Short:2,Thriller:3,Western:1
n5622;Anderson, Loni;11;Comedy;Comedy:3,Documentary:5,Drama:1,NULL:2
n10965;Murdock, George (I);16;Comedy;Animation:1,Comedy:3,Drama:3,Horror:1,Mystery:1,Romance:2,Sci-Fi:1,Short:1,Thriller:3
n1527;Abraham, Jake (II);11;Comedy;Action:1,Comedy:3,Crime:1,Drama:3,Family:1,Fantasy:1,Thriller:1
n17528;Pflüger, Erich Joey;15;Comedy;Comedy:9,NULL:6
n918;Dalton, Wally;13;Drama;Crime:1,Drama:7,Mystery:1,Sci-Fi:1,Thriller:3
n14914;Denise (IV);11;Adult;Adult:11
n15513;Andersson, Jennifer;10;Adult;Action:1,Adult:8,NULL:1
n9652;Demy, Mathieu;23;Drama;Comedy:4,Crime:1,Documentary:1,Drama:5,Fantasy:1,NULL:5,Romance:2,Short:3,Thriller:1
n368;Abuel, Tommy;12;Drama;Action:1,Comedy:1,Drama:7,Family:1,NULL:1,Romance:1
n13696;Dennis, Les;15;Drama;Comedy:1,Documentary:3,Drama:2,Family:1,Fantasy:1,Music:1,NULL:5,Short:1
n1245;Argento, Asia;27;Drama;Comedy:1,Drama:9,Horror:3,NULL:2,Sci-Fi:1,Short:6,Thriller:5
n4301;Cedar, Larry;31;Drama;Action:2,Adventure:1,Animation:1,Comedy:2,Crime:1,Drama:5,Family:2,Fantasy:2,Horror:3,NULL:3,Romance:1,Sci-Fi:3,Short:2,Thriller:2,War:1
n12830;Mitchell, Radha;20;Romance;Action:1,Comedy:2,Crime:1,Documentary:1,Drama:4,Family:1,NULL:3,Romance:4,Thriller:2,War:1
n11700;Grimaldi, Lu;10;Romance;Drama:2,Family:1,Musical:1,NULL:4,Romance:2
n1640;Masters, Rick (I);212;Adult;Adult:168,Comedy:1,Drama:2,Horror:1,NULL:38,Romance:1,Sci-Fi:1
n13909;Kermode, Mark;13;Horror;Documentary:9,Family:1,Horror:2,Music:1
n16662;Smith, Yeardley;11;Comedy;Animation:3,Comedy:3,Fantasy:1,NULL:1,Romance:1,Sci-Fi:1,Short:1
n3328;Otto, Miranda;23;Drama;Action:2,Adventure:1,Animation:1,Comedy:2,Documentary:2,Drama:5,Fantasy:1,NULL:2,Romance:3,Thriller:3,Western:1
n11318;Ross, Marion;20;Drama;Comedy:2,Documentary:5,Drama:5,Mystery:1,NULL:5,Thriller:1,War:1
n3860;Ono, Yoko (I);19;Music;Documentary:8,Music:9,NULL:1,Short:1
n4801;Busnelli, Mirta;20;Drama;Adult:1,Comedy:3,Drama:8,Fantasy:1,Horror:1,NULL:3,Romance:1,Short:1,Thriller:1
n10388;Crews, Terry (I);14;Comedy;Comedy:3,Crime:3,Drama:2,Music:1,NULL:1,Romance:2,Sci-Fi:1,Thriller:1
n10740;Sacchi, Fabrizia;20;Comedy;Comedy:7,Documentary:1,Drama:3,Family:1,Musical:1,NULL:4,Short:1,Thriller:1,War:1
n11487;Diamond, Patricia;14;Adult;Adult:12,NULL:2
n11616;Moore, Rudy Ray;12;Comedy;Comedy:7,Documentary:1,Horror:1,Music:1,NULL:1,Sci-Fi:1
n2040;Aylward, John;12;Drama;Comedy:1,Drama:3,Fantasy:1,Horror:1,NULL:2,Romance:1,Thriller:2,War:1
n3320;Glover, Danny;40;Drama;Adventure:1,Animation:1,Comedy:2,Crime:2,Documentary:9,Drama:9,Family:3,Fantasy:1,Music:3,Mystery:1,NULL:5,Short:2,War:1
n5214;Berthet, Lola;11;Drama;Comedy:1,Drama:4,Family:1,Mystery:1,Romance:3,Short:1
n4248;Vella, Vinny;21;Drama;Action:2,Comedy:2,Crime:2,Drama:6,Mystery:3,NULL:2,Romance:3,Thriller:1
n7956;Bennett, Zachary (I);17;Drama;Drama:7,Mystery:1,NULL:2,Romance:2,Short:2,Thriller:3
n1917;Adams, Faith;29;Adult;Adult:27,NULL:2
n5298;Ravn, Kurt;13;Drama;Comedy:1,Crime:1,Documentary:1,Drama:4,Family:2,NULL:1,Romance:1,Short:1,Thriller:1
n17606;Homden, Samantha-Jane;16;Adult;Adult:2,NULL:12,Short:2
n458;Schell, Maximilian;23;Drama;Comedy:2,Documentary:3,Drama:8,Family:2,NULL:2,Romance:1,Short:1,Thriller:4
n17632;Mondey, Fawnia;11;Romance;Action:1,Adventure:1,Comedy:1,NULL:6,Romance:1,Thriller:1
n8412;Ginther, Mark;13;Thriller;Action:1,Comedy:2,Family:1,Horror:1,NULL:1,Sci-Fi:3,Thriller:4
n4158;Leung, Gigi;25;Comedy;Action:1,Comedy:7,Family:1,NULL:7,Romance:6,Sci-Fi:1,Thriller:2
n4263;DeLisle, Grey;86;Sci-Fi;Action:5,Adventure:4,Animation:9,Comedy:7,Drama:2,Family:8,Fantasy:13,Horror:1,Mystery:2,NULL:13,Sci-Fi:15,Short:5,Thriller:2
n6682;Maddalena, Julie;43;Sci-Fi;Action:2,Animation:6,Comedy:2,Crime:1,Drama:1,Family:1,Fantasy:5,Horror:2,NULL:5,Romance:3,Sci-Fi:12,Short:2,Thriller:1
n10457;Marshall, Kris;13;Drama;Comedy:4,Documentary:1,Drama:5,Short:2,Thriller:1
n7175;McKay, Cole S.;17;Action;Action:6,Adventure:1,Drama:4,Family:1,Horror:2,NULL:1,Thriller:2
n6292;Wild, Rebecca;48;Adult;Action:1,Adult:29,Comedy:1,Documentary:1,NULL:14,Sci-Fi:1,Short:1
n2441;Taylor, Julianne;31;Sci-Fi;Action:1,Animation:7,Comedy:1,Crime:1,Drama:1,Fantasy:4,NULL:4,Romance:3,Sci-Fi:8,Short:1
n8820;Chun, Charles;11;Sci-Fi;Action:1,Comedy:2,Drama:1,Romance:1,Sci-Fi:3,Short:2,Thriller:1
n4626;Harbort, Christine;21;Drama;Comedy:1,Crime:2,Drama:6,Family:1,Horror:1,NULL:4,Romance:1,Short:2,Thriller:3
n12386;Moretti, Michèle;28;Drama;Comedy:3,Crime:1,Drama:4,Fantasy:1,Mystery:1,NULL:12,Romance:2,Short:2,Thriller:2
n8006;Soriano, José;14;Drama;Animation:1,Documentary:1,Drama:4,NULL:2,Romance:4,Short:1,Western:1
n1965;Luv, Bunny;66;Adult;Adult:37,NULL:28,Romance:1
n14370;Young, Dey;16;Thriller;Documentary:1,Drama:6,Family:1,Romance:1,Short:1,Thriller:6
n1585;Dolling, Natasha;23;Adult;Adult:20,NULL:3
n9629;Contreras, Patricio;18;Drama;Comedy:2,Crime:1,Documentary:1,Drama:6,Mystery:1,NULL:2,Romance:1,Sci-Fi:1,Short:1,Thriller:2
n1794;Sparxxx, Lisa;27;Adult;Adult:19,Horror:1,NULL:7
n6192;Young, Lianne;10;Adult;Adult:9,NULL:1
n15785;Nano, Agnese;12;Comedy;Comedy:2,Drama:2,NULL:5,Romance:2,Short:1
n3683;Bockstael, Robert;34;Drama;Action:7,Drama:19,Horror:1,NULL:2,Sci-Fi:1,Thriller:4
n6836;Botsford, Sara;10;Drama;Drama:6,NULL:3,Western:1
n15989;Lemche, Kris;13;Drama;Action:1,Comedy:1,Drama:6,Fantasy:2,Mystery:1,NULL:1,Thriller:1
n299;Watling, Leonor;35;Comedy;Comedy:7,Documentary:2,Drama:7,Family:6,Horror:1,NULL:4,Romance:2,Short:4,Thriller:1,War:1
n5242;Jørgensen, Ann Eleonora;13;Romance;Comedy:1,Documentary:1,Drama:3,Family:2,Romance:3,Short:2,Thriller:1
n6368;Mullan, Peter;22;Drama;Adult:1,Comedy:1,Drama:5,Family:1,Fantasy:1,Music:1,Mystery:1,NULL:3,Romance:1,Short:4,Thriller:3
n9656;Maguelon, Pierre;10;Drama;Crime:1,Documentary:1,Drama:3,Family:1,NULL:2,Short:2
n15946;Mierau, Dirk;11;Romance;Drama:3,NULL:4,Romance:3,Thriller:1
n16827;Trotter, Kate;13;Drama;Action:1,Comedy:1,Drama:6,NULL:1,Thriller:2,War:2
n4440;Suárez, Cecilia;15;Drama;Action:1,Comedy:2,Documentary:1,Drama:3,NULL:4,Romance:2,Short:1,Thriller:1
n14708;Geoffreys, Stephen;20;Adult;Adult:12,Comedy:2,NULL:6
n2949;Phillips, Sally (I);28;Comedy;Action:1,Comedy:10,Documentary:2,Drama:3,Fantasy:1,Horror:1,NULL:5,Romance:2,Short:2,War:1
n1458;Masterson, Fay;20;Romance;Action:1,Adventure:1,Comedy:2,Drama:2,Mystery:2,NULL:2,Romance:2,Sci-Fi:1,Short:3,Thriller:2,Western:2
n7618;Joof, Hella;23;Comedy;Comedy:9,Documentary:2,Drama:1,Family:2,Fantasy:1,Music:3,Musical:1,NULL:3,Romance:1
n8782;Vallance, Louise;21;Thriller;Action:2,Adventure:1,Animation:3,Comedy:1,Drama:1,Family:2,NULL:5,Romance:1,Sci-Fi:1,Thriller:4
n5100;Girardot, Hippolyte;22;Comedy;Comedy:3,Drama:3,NULL:7,Romance:2,Sci-Fi:1,Short:3,Thriller:3
n5801;Marsh, Matthew;15;Drama;Drama:7,Mystery:1,NULL:2,Thriller:5
n559;Portman, Natalie;28;Romance;Action:2,Adult:1,Comedy:2,Documentary:10,Drama:1,Family:1,Music:1,NULL:1,Romance:4,Sci-Fi:3,Short:2
n13731;Bharani, Tanikella;33;Drama;Action:1,Adventure:1,Comedy:2,Drama:11,Family:3,Fantasy:2,Horror:1,Music:1,NULL:5,Romance:6
n1479;Schönemann, Hinnerk;10;Drama;Drama:4,Romance:3,Short:1,Thriller:1,War:1
n12733;Pearce, Guy (I);15;Drama;Documentary:2,Drama:7,NULL:1,Romance:2,Thriller:3
n14097;Stephens, Heather;12;Drama;Adventure:2,Animation:1,Comedy:3,Drama:4,Horror:1,NULL:1
n4173;Lo, Candy;13;Romance;Comedy:3,Drama:2,NULL:1,Romance:6,Thriller:1
n619;Newman, Jack (II);11;Comedy;Comedy:3,Drama:3,Horror:1,NULL:2,Short:1,Thriller:1
n3256;Sutherland, Donald (I);43;Drama;Action:2,Adult:1,Comedy:3,Documentary:10,Drama:10,Family:1,NULL:2,Romance:2,Short:4,Thriller:7,War:1
n13074;Forest, Pierre (I);18;Romance;Comedy:1,Drama:3,Mystery:1,NULL:7,Romance:3,Sci-Fi:1,Thriller:2
n13586;DiMarco, Dino;11;Adult;Adult:3,Drama:1,Fantasy:2,NULL:5
n14570;Mayer, José;10;Drama;Drama:3,NULL:5,Romance:1,Thriller:1
n16034;Todorovic, Srdjan;11;Romance;Comedy:2,Documentary:1,Drama:2,NULL:2,Romance:3,War:1
n8974;Moore, Roger (I);69;Music;Adventure:1,Comedy:4,Crime:1,Documentary:28,Family:2,Music:5,NULL:7,Short:20,Thriller:1
n5603;Campbell, Bill (I);20;Drama;Comedy:2,Documentary:1,Drama:5,Family:1,Music:1,NULL:3,Romance:2,Sci-Fi:1,Short:1,Thriller:2,War:1
n1646;Ferrell, Jami;13;Adult;Adult:2,Comedy:1,Documentary:2,NULL:8
n11736;Severo, Marieta;14;Drama;Comedy:1,Documentary:1,Drama:5,Fantasy:1,Music:2,NULL:2,Romance:1,War:1
n11404;Lucas, George;38;Comedy;Comedy:1,Documentary:25,Drama:1,Music:1,NULL:4,Short:6
n9578;Burress, Hedy;17;Drama;Animation:1,Comedy:2,Crime:2,Drama:5,Fantasy:1,NULL:2,Sci-Fi:1,Short:2,Thriller:1
n8233;Wu, David (II);13;Romance;Drama:2,NULL:4,Romance:4,Short:1,Thriller:1,War:1
n17794;Baskin, Cezmi;10;Drama;Drama:5,NULL:2,Romance:1,Sci-Fi:1,Thriller:1
n1807;Marie, Kayla;79;Adult;Adult:49,NULL:30
n10699;Papillon;67;Adult;Adult:30,NULL:37
n7159;Keenan, Will;17;Horror;Adult:1,Comedy:3,Documentary:1,Drama:2,Horror:3,NULL:5,Short:1,Thriller:1
n6240;Cheyanne (I);10;Adult;Adult:9,NULL:1
n12913;Ana, Doru;10;Drama;Comedy:1,Drama:4,Fantasy:1,NULL:2,Short:1,Western:1
n10724;Gibney, Rebecca;27;Thriller;Animation:1,Crime:4,Drama:5,Fantasy:1,Horror:1,Mystery:2,NULL:7,Thriller:6
n5860;Bergmann, Tim;36;Thriller;Action:1,Adventure:1,Comedy:1,Crime:5,Drama:6,Fantasy:1,NULL:7,Romance:5,Short:1,Thriller:8
n3639;Montgomery, Poppy;17;Drama;Comedy:2,Drama:5,Mystery:1,NULL:1,Romance:3,Short:1,Thriller:4
n17623;Peluffo, Mariano;12;Family;Comedy:1,Family:6,NULL:5
n6564;Assmann, Hans-Jörg;18;Thriller;Comedy:3,Crime:4,Drama:3,NULL:2,Romance:1,Thriller:4,War:1
n10794;Munguía, Roberto;47;Action;Action:34,Comedy:1,Crime:1,Drama:4,Family:1,Horror:1,NULL:3,Short:1,Thriller:1
n16709;Maciuchová, Hana;12;Drama;Comedy:2,Crime:1,Drama:4,Horror:1,NULL:3,Romance:1
n11197;Trischan, Michael;20;Crime;Comedy:1,Crime:9,Documentary:1,Drama:5,NULL:2,Thriller:2
n14396;Roberts, Arthur (II);21;Comedy;Action:3,Animation:1,Comedy:4,Crime:1,Drama:3,Horror:2,NULL:2,Sci-Fi:2,Thriller:3
n4484;Colombo, Juan Carlos;24;Drama;Action:1,Comedy:2,Drama:6,Fantasy:1,Mystery:1,NULL:5,Romance:6,Short:2
n3688;Becker, Oliver (I);11;Drama;Comedy:1,Crime:1,Drama:4,Mystery:1,NULL:1,Thriller:3
n11144;Tupu, Lani John (I);11;Sci-Fi;Comedy:1,Documentary:1,Drama:2,NULL:3,Sci-Fi:3,Thriller:1
n16241;"D&apos;Assigny, Diane";12;Drama;Comedy:1,Drama:2,NULL:8,Short:1
n7163;Haaga, Trent;18;Horror;Adventure:1,Comedy:1,Documentary:3,Horror:10,NULL:2,Sci-Fi:1
n9296;Kelleher, Tim (I);13;Drama;Comedy:1,Crime:1,Drama:3,Music:1,NULL:1,Sci-Fi:1,Thriller:3,War:2
n615;Sandiford, Hadley;11;Drama;Drama:6,Family:1,Sci-Fi:1,Short:1,Thriller:2
n12839;Cruz, Alexis;13;Drama;Comedy:1,Drama:5,Horror:1,Music:1,Mystery:1,NULL:1,Sci-Fi:1,Short:1,Western:1
n3619;Pinkham, Tyrone;14;Sci-Fi;Action:4,Adventure:1,Sci-Fi:6,Thriller:3
n2993;Brown, James (I);23;Music;Comedy:4,Documentary:4,Drama:1,Music:12,Musical:1,NULL:1
n7215;"O&apos;Brien, Shauna";34;Fantasy;Action:1,Adventure:1,Comedy:3,Documentary:2,Drama:6,Fantasy:6,Mystery:2,NULL:6,Romance:1,Sci-Fi:1,Thriller:5
n16396;Alegría, Sigrid;11;Comedy;Comedy:3,Drama:3,Fantasy:1,NULL:2,Romance:2
n16634;Shortt, Pat;10;Comedy;Comedy:5,Documentary:1,Drama:2,NULL:2
n9428;Brice, Ron;10;Drama;Crime:1,Drama:6,NULL:3
n11730;Xavier, Chica;10;Romance;Drama:1,Family:1,NULL:6,Romance:2
n10866;Browne, Katrina;11;Drama;Comedy:1,Drama:2,Fantasy:1,Mystery:1,NULL:2,Romance:1,Sci-Fi:1,Thriller:2
n9091;McDowall, Roddy;37;Family;Adult:1,Adventure:2,Comedy:1,Documentary:19,Drama:3,Family:3,NULL:1,Sci-Fi:2,Short:2,Thriller:2,Western:1
n5934;Rohde, Uwe;29;Crime;Comedy:6,Crime:7,Drama:4,Family:2,Fantasy:1,NULL:3,Romance:3,Short:1,Thriller:2
n13122;Walls, Rosanna;15;Thriller;Adventure:1,Comedy:4,Drama:1,Fantasy:1,NULL:2,Short:1,Thriller:4,War:1
n3358;Wells, Dawn;14;Comedy;Adventure:1,Comedy:3,Documentary:6,NULL:3,Romance:1
n13462;Clay, Philippe;19;Drama;Comedy:1,Drama:3,Music:1,NULL:12,Romance:2
n3415;Arnold, Tom (I);45;Comedy;Adult:1,Adventure:2,Comedy:10,Crime:1,Documentary:6,Drama:6,Family:7,Fantasy:1,Horror:1,Music:2,NULL:5,Short:1,Thriller:2
n3555;Dawson, Rosario;22;Drama;Comedy:3,Documentary:1,Drama:6,Horror:1,Music:1,Musical:1,NULL:2,Romance:1,Sci-Fi:2,Short:1,Thriller:2,War:1
n16083;Bava, Reza;10;Drama;Drama:5,Musical:2,NULL:1,Romance:1,Thriller:1
n13751;Rajgopal, Heera;11;Drama;Drama:4,NULL:3,Romance:2,Thriller:2
n4614;Lansink, Leonard;73;Crime;Action:1,Comedy:4,Crime:28,Drama:11,Family:2,Horror:1,NULL:11,Romance:1,Short:2,Thriller:12
n16482;Zutshi, Raj;14;Romance;Comedy:1,Drama:1,Family:1,NULL:3,Romance:4,Sci-Fi:1,Thriller:2,War:1
n8822;Aycox, Nicki Lynn;11;Drama;Comedy:2,Drama:4,Music:1,NULL:1,Short:1,Thriller:2
