id;ActorName;movies_95_04;main_genre;genres
n12507;Baker, Colin (I);17;Sci-Fi;Adult:1,Adventure:1,Documentary:3,Drama:1,NULL:4,Sci-Fi:3,Short:2,Thriller:2
n859;Jones, Gary (I);17;Comedy;Adventure:2,Comedy:5,Drama:2,Fantasy:2,Romance:1,Sci-Fi:2,Thriller:3
n15821;Rapaport, Alexandra;15;Drama;Animation:1,Comedy:2,Crime:1,Drama:3,Family:1,NULL:4,Romance:1,Short:1,Thriller:1
n8374;von Pufendorf, Maximilian;11;Crime;Crime:5,Drama:2,NULL:1,Short:1,Thriller:2
n8225;Campbell, Charles (II);24;Animation;Action:1,Adventure:1,Animation:6,Comedy:3,Fantasy:1,Horror:1,NULL:2,Romance:2,Sci-Fi:4,Short:1,War:2
n15247;Padilla, Rustom;11;Romance;Drama:4,NULL:1,Romance:4,Thriller:1,War:1
n16951;Curzon, Aria Noelle;14;Fantasy;Adventure:1,Animation:1,Comedy:1,Drama:2,Family:2,Fantasy:5,NULL:1,Short:1
n13698;Pelé;10;Romance;Comedy:1,Documentary:5,NULL:3,Romance:1
n8802;Lindbjerg, Lalainia;21;Fantasy;Animation:4,Comedy:2,Drama:2,Fantasy:5,NULL:1,Romance:1,Sci-Fi:3,Thriller:3
n13143;Pardo, Henri;11;Thriller;Action:1,Comedy:1,Drama:2,Horror:1,NULL:1,Romance:1,Thriller:4
n7818;Rocha, Sylvie;10;Drama;Drama:4,NULL:6
n9610;Casero, Alfredo;10;Drama;Comedy:2,Drama:4,Family:1,NULL:2,Romance:1
n16966;Matsuda, Ryuhei;10;Drama;Action:1,Comedy:1,Drama:4,Horror:1,NULL:2,Romance:1
n7515;Thoren, Linda;17;Adult;Adult:9,NULL:8
n9063;Naughton, James;14;Comedy;Comedy:3,Crime:1,Documentary:2,Drama:2,Music:3,NULL:2,War:1
n11643;Falk, Jonas;21;Drama;Comedy:2,Crime:2,Drama:9,Mystery:1,NULL:4,Romance:2,Short:1
n1093;Bekjarev, Ivan;18;Drama;Comedy:5,Drama:8,NULL:2,Romance:1,Thriller:1,War:1
n6700;Epcar, Richard;51;Sci-Fi;Action:7,Adventure:2,Animation:6,Comedy:1,Crime:3,Fantasy:3,Horror:2,Mystery:1,NULL:7,Romance:4,Sci-Fi:7,Short:2,Thriller:2,War:4
n13118;Etura, Marta;12;Drama;Drama:6,Family:1,Music:1,NULL:1,Romance:2,Short:1
n962;Gallienne, Guillaume;15;Comedy;Action:1,Adventure:1,Comedy:5,Crime:1,Drama:1,Mystery:1,NULL:2,Romance:1,Short:2
n15411;de León, Miguel;10;Romance;Drama:2,Family:1,Musical:1,NULL:3,Romance:3
n3407;Fletcher, Louise;34;Drama;Comedy:5,Crime:1,Documentary:4,Drama:12,Family:1,Fantasy:1,NULL:1,Romance:2,Sci-Fi:1,Thriller:5,War:1
n6133;Venegas, Arturo;14;Drama;Comedy:1,Drama:8,Mystery:1,NULL:1,Romance:2,War:1
n2433;Miller, Lara Jill;15;Fantasy;Adventure:2,Animation:3,Comedy:1,Documentary:1,Fantasy:4,NULL:1,Sci-Fi:3
n4046;Bailey, Janet;10;Drama;Drama:4,Fantasy:1,Romance:1,Thriller:2,Western:2
n15220;Guzzo, Francesco;11;War;Comedy:1,Drama:2,NULL:1,Romance:1,Short:1,Thriller:1,War:3,Western:1
n14872;Rossovich, Rick;13;Thriller;Drama:1,Family:1,Fantasy:2,NULL:2,Romance:2,Thriller:5
n5839;Weigl, Vladimir;10;Drama;Comedy:1,Crime:1,Drama:3,NULL:2,Romance:1,Thriller:2
n4171;Sugata, Shun;18;Drama;Comedy:2,Drama:4,Horror:1,Mystery:1,NULL:7,Romance:1,Thriller:2
n11965;Stone, Angela (II);17;Adult;Adult:6,NULL:11
n1062;Ullmann, Liv;14;Drama;Documentary:6,Drama:1,NULL:1,Short:6
n13782;Ronstedt, Jule;11;Crime;Comedy:2,Crime:4,Drama:2,NULL:2,Sci-Fi:1
n13152;Bernard, Denis;12;Drama;Adventure:1,Drama:5,Musical:1,Mystery:1,NULL:3,War:1
n15110;Keane, Roy;11;;Documentary:11
n4979;McNeil, Kate (I);11;Drama;Comedy:1,Drama:7,NULL:1,Thriller:2
n17462;Berry, Nick (I);10;Drama;Comedy:1,Crime:1,Documentary:2,Drama:3,NULL:2,Short:1
n12986;Sprinkle, Annie;14;Adult;Adult:4,Comedy:1,Documentary:6,Drama:1,NULL:2
n10432;Wycherley, Don;15;Drama;Crime:1,Documentary:1,Drama:7,Horror:1,NULL:2,Romance:1,Short:1,Western:1
n2757;Wameling, Gerd;23;Crime;Adult:1,Comedy:1,Crime:7,Drama:2,Horror:1,NULL:6,Romance:1,Thriller:4
n9513;Theroux, Justin;20;Thriller;Comedy:4,Drama:5,Mystery:1,NULL:2,Romance:1,Thriller:6,War:1
n14200;Della Vechia, Carmo;10;Drama;Drama:2,NULL:7,War:1
n5143;Mirtchev, Miglen;16;Comedy;Adventure:1,Comedy:4,Drama:2,Horror:1,NULL:6,Romance:1,Short:1
n966;Girardot, Annie;29;Drama;Comedy:3,Documentary:3,Drama:5,Family:2,NULL:14,Romance:1,Thriller:1
n537;Green, Seth;43;Comedy;Action:2,Adventure:4,Animation:1,Comedy:8,Documentary:8,Drama:5,Family:1,Music:3,Musical:1,NULL:3,Romance:3,Short:2,Thriller:2
n6403;Toni (II);10;Adult;Adult:5,NULL:5
n2928;Richardson, Kevin Scott;18;Music;Music:13,NULL:4,Short:1
n17667;Yannatos, Michael;11;Drama;Comedy:2,Drama:6,Romance:2,War:1
n6961;Hunt, Bonnie;27;Romance;Adventure:2,Comedy:4,Documentary:5,Drama:3,Family:2,Fantasy:2,NULL:2,Romance:5,Short:2
n12388;Elkaïm, Jérémie;14;Drama;Comedy:1,Drama:4,Fantasy:1,NULL:3,Romance:2,Short:3
n1648;Sabrina (II);12;Adult;Adult:12
n9862;Adams, Maud;11;Drama;Documentary:4,Drama:1,Short:5,Thriller:1
n15356;Oberhorner, Traudl;11;Crime;Comedy:1,Crime:1,Drama:1,NULL:8
n12914;Renna, Patrick;18;Comedy;Comedy:5,Crime:3,Drama:4,Family:1,Fantasy:3,Sci-Fi:1,Thriller:1
n9319;Bush, Laura;13;War;Comedy:1,Documentary:9,Short:2,War:1
n13406;Scott, Esther (II);15;Thriller;Comedy:2,Drama:3,Fantasy:1,Music:2,Romance:2,Sci-Fi:1,Short:1,Thriller:3
n11499;Blue, Sarah;33;Adult;Adult:25,NULL:8
n2827;Birch, Thora;15;Drama;Action:2,Documentary:3,Drama:6,Music:1,Sci-Fi:1,Short:2
n10352;Miller, Jonathan (I);10;Music;Comedy:1,Documentary:5,Drama:1,Music:1,NULL:2
n14220;"O&apos;Kelly, David";15;Thriller;Action:2,Adult:1,Comedy:1,Drama:2,Fantasy:1,Horror:1,Romance:1,Sci-Fi:2,Thriller:3,War:1
n14595;Rich, Claude;29;Drama;Comedy:3,Documentary:6,Drama:8,Family:1,NULL:8,Romance:1,Thriller:1,War:1
n9280;Aldrin, Buzz;12;Drama;Comedy:1,Documentary:8,Drama:1,NULL:1,War:1
n12313;de Boor, Krystal;30;Adult;Adult:25,NULL:5
n3458;Butler, Yancy;10;Mystery;Action:1,Comedy:1,Drama:2,Mystery:4,Sci-Fi:1,Thriller:1
n281;Candelier, Isabelle;20;Comedy;Comedy:9,Crime:1,Drama:1,NULL:6,Romance:1,Short:2
n16060;Cetkovic, Vojin;12;Drama;Comedy:4,Drama:4,Family:1,NULL:3
n8385;Schilling, Tom;14;Drama;Crime:3,Drama:5,Romance:2,Short:3,War:1
n8284;Dehan, Gary;12;Comedy;Action:1,Adventure:1,Animation:2,Comedy:3,Fantasy:1,NULL:1,Romance:1,Sci-Fi:1,Short:1
n15532;Stieren, Frank;16;Drama;Crime:4,Drama:4,NULL:3,Romance:2,Thriller:3
n30;Törõcsik, Mari;14;Drama;Adventure:1,Documentary:1,Drama:4,Music:1,NULL:5,Romance:1,Short:1
n15653;Ackles, Jensen;10;Drama;Crime:1,Documentary:2,Drama:2,Horror:1,NULL:1,Romance:1,Short:1,Thriller:1
n6660;Robitaille, Patrice;12;Drama;Comedy:1,Drama:3,Mystery:1,NULL:3,Romance:3,Thriller:1
n5875;Sözer, Hilmi;31;Comedy;Comedy:12,Crime:4,Drama:4,Family:1,NULL:4,Romance:2,Short:2,Thriller:1,Western:1
n1922;Bamboo (I);48;Adult;Adult:33,Documentary:1,NULL:14
n1005;Barron, Keith;15;Drama;Action:1,Drama:5,NULL:1,Romance:1,Sci-Fi:1,Short:2,Thriller:4
n7067;Malthe, Natassia;13;Thriller;Action:1,Documentary:1,NULL:1,Romance:3,Sci-Fi:1,Short:1,Thriller:5
n15943;Prygunov, Lev;11;Thriller;Action:2,Crime:1,Drama:1,NULL:1,Thriller:6
n1530;Reynolds, Michael J.;20;Drama;Crime:1,Drama:12,Romance:2,Sci-Fi:1,Short:1,Thriller:3
n8172;Brown, Don (V);33;Animation;Action:1,Animation:8,Comedy:1,Family:1,Fantasy:4,Musical:1,Mystery:2,NULL:2,Romance:3,Sci-Fi:5,Short:1,Thriller:3,War:1
n4409;Rees, Roger;20;Drama;Adventure:2,Comedy:3,Documentary:1,Drama:6,NULL:2,Romance:3,Thriller:2,War:1
n2501;Kunkel, Holger;12;Comedy;Comedy:3,Crime:3,Drama:2,Family:1,NULL:1,Thriller:2
n3180;Bono, Sonny;11;Music;Comedy:1,Documentary:2,Music:5,NULL:2,Short:1
n11407;Burns, Catherine Lloyd;10;Drama;Comedy:1,Crime:1,Drama:4,Family:1,Romance:2,Sci-Fi:1
n17763;Jazmin (III);10;;NULL:10
n6465;Duato, Ana;16;Family;Adventure:1,Comedy:3,Drama:2,Family:5,NULL:3,Romance:2
n15694;Gilmour, David;10;Music;Documentary:2,Music:8
n7063;Newton, Wayne;12;Drama;Adult:1,Comedy:2,Documentary:2,Drama:2,Music:2,NULL:2,Romance:1
n16100;Maro, Akaji;25;Drama;Comedy:4,Crime:2,Drama:8,Horror:1,Mystery:1,NULL:8,Thriller:1
n11544;Cipes, Greg;23;Comedy;Action:1,Adventure:1,Comedy:5,Drama:2,Family:2,Fantasy:1,Horror:2,Mystery:1,NULL:2,Sci-Fi:4,Thriller:2
n13187;Yadav, Rajpal;24;Romance;Action:2,Adventure:1,Comedy:2,Drama:4,Mystery:2,NULL:2,Romance:7,Thriller:3,War:1
n14515;Thanheiser, Johannes;15;Drama;Comedy:2,Crime:1,Drama:4,Mystery:1,NULL:3,Romance:1,Short:1,Thriller:2
n2904;"Watkins, Ian &apos;H&apos;";13;Music;Documentary:3,Family:1,Music:5,Musical:1,NULL:3
n12959;Merz, Alessia;10;Comedy;Comedy:3,Documentary:1,Drama:1,Horror:1,Musical:1,NULL:1,Romance:1,Thriller:1
n4732;Garzón, Gustavo;13;Drama;Crime:1,Drama:6,Romance:1,Short:1,Thriller:4
n7226;Smith, William (I);17;Action;Action:3,Adventure:1,Documentary:1,Drama:2,Horror:2,NULL:7,Western:1
n9824;André, Bert;22;Drama;Comedy:3,Crime:2,Drama:3,Fantasy:2,Mystery:1,NULL:1,Romance:1,Short:9
n361;Padilla, Robin;21;Romance;Action:4,Comedy:2,Drama:3,Music:1,Romance:9,Thriller:1,War:1
n10411;Neyra, Gianella;12;Romance;Drama:2,NULL:3,Romance:7
n2772;Janner, Brigitte;31;Crime;Comedy:6,Crime:8,Drama:7,Family:2,NULL:5,Thriller:3
n317;Magat, Mike;21;Drama;Action:2,Drama:9,Horror:1,NULL:1,Romance:5,Thriller:3
n11418;Winston, Stan;25;Horror;Documentary:8,Horror:1,NULL:3,Sci-Fi:1,Short:12
n4973;Rosario, Marcio;11;Drama;Action:1,Adventure:1,Drama:3,NULL:3,Short:1,Thriller:1,War:1
n500;Orser, Leland;14;Thriller;Action:1,Crime:1,Documentary:1,Drama:2,Horror:1,Romance:1,Thriller:6,War:1
n5623;Marin, Cheech;43;Comedy;Adventure:3,Animation:2,Comedy:9,Documentary:4,Drama:4,Family:3,Fantasy:1,Music:2,Mystery:1,NULL:4,Romance:2,Sci-Fi:1,Short:3,Thriller:3,Western:1
n16467;Essman, Susie;10;Drama;Comedy:1,Documentary:5,Drama:2,Romance:1,Short:1
n14663;Zentout, Delphine;10;Drama;Crime:1,Drama:1,NULL:6,Romance:1,Sci-Fi:1
n3164;Lund, Jordan;12;Romance;Action:1,Comedy:1,Drama:3,NULL:1,Romance:3,Sci-Fi:2,Short:1
n8927;Andréoni, Marc;25;Comedy;Action:1,Comedy:5,Drama:4,Family:1,NULL:9,Short:4,Thriller:1
n6925;Paré, Jessica;13;Drama;Comedy:2,Drama:6,Musical:1,Sci-Fi:1,Thriller:2,War:1
n16347;Alex, Lalu;12;Drama;Comedy:1,Drama:3,Musical:1,Mystery:1,NULL:1,Romance:2,Thriller:3
n1110;Robertson, Cliff;21;Thriller;Action:1,Documentary:10,Drama:1,Family:1,Fantasy:1,NULL:3,Sci-Fi:1,Thriller:3
n16835;Laffan, Pat;14;Drama;Action:1,Comedy:1,Drama:4,NULL:2,Romance:1,Sci-Fi:1,Short:3,Thriller:1
n6907;Jones, Rick (I);22;Animation;Action:1,Adventure:1,Animation:4,Family:3,Fantasy:1,Musical:1,NULL:5,Romance:1,Sci-Fi:3,Thriller:2
n15703;Roelas, Jorge;10;Drama;Comedy:3,Drama:3,NULL:2,Romance:1,Thriller:1
n16194;Holzapfel, Consuelo;15;Romance;Comedy:1,Drama:2,Fantasy:1,Horror:1,NULL:5,Romance:4,Short:1
n7781;Brown, June;14;Drama;Comedy:1,Documentary:3,Drama:2,Mystery:1,NULL:6,Short:1
n16418;Kovács, Lajos;29;Drama;Action:2,Comedy:3,Crime:1,Drama:15,NULL:5,Romance:1,Short:1,Thriller:1
n13791;von Kessel, Sophie;19;Crime;Adventure:1,Crime:5,Drama:4,Music:1,NULL:3,Romance:2,Short:1,Thriller:2
n16591;Zutshi, Prithvi;10;Romance;Comedy:1,Drama:2,Romance:5,Thriller:1,War:1
n444;Damon, Una;10;Thriller;Comedy:1,Documentary:1,Drama:1,Sci-Fi:2,Thriller:5
n7488;Buck, Joe (II);10;Drama;Comedy:1,Documentary:3,Drama:1,NULL:5
n2338;Ribas, Tony (II);134;Adult;Action:1,Adult:99,Comedy:3,Horror:2,NULL:24,Sci-Fi:2,Short:1,Thriller:1,Western:1
n13624;Postel, Sabine;24;Crime;Comedy:1,Crime:12,Drama:1,NULL:6,Romance:1,Thriller:3
n15803;Stuart, James Patrick;10;Comedy;Comedy:4,Drama:1,NULL:2,Sci-Fi:1,Thriller:1,War:1
n6859;Wallraff, Diego;20;Crime;Action:3,Adventure:2,Crime:5,Drama:4,Mystery:2,Romance:1,Thriller:2,Western:1
n14020;Milster, Angelika;12;Comedy;Comedy:6,Documentary:1,Drama:1,NULL:2,Romance:1,Thriller:1
n12032;Powell, Esteban;13;Romance;Action:1,Comedy:1,Crime:1,Drama:2,Music:1,NULL:3,Romance:2,Thriller:2
n4763;Pauls, Gastón;30;Drama;Adventure:1,Comedy:2,Documentary:1,Drama:9,Fantasy:1,Horror:1,Mystery:1,NULL:7,Romance:1,Sci-Fi:2,Short:1,Thriller:1,War:1,Western:1
n10123;Best, Wayne;13;Thriller;Action:3,Drama:3,Family:1,Fantasy:1,NULL:1,Thriller:4
n12331;Barrow, Marc;16;Adult;Adult:9,Comedy:1,NULL:5,Thriller:1
n8195;James, Grant (I);23;Drama;Action:1,Animation:1,Crime:1,Documentary:1,Drama:5,Mystery:1,NULL:5,Romance:1,Sci-Fi:3,Short:2,Western:2
n16814;Gullette, Sean;12;Drama;Crime:1,Drama:2,NULL:2,Romance:1,Sci-Fi:1,Short:4,Thriller:1
n13440;Dietel, Doreén;17;Comedy;Comedy:3,Crime:2,Drama:2,NULL:7,Romance:1,Short:1,Thriller:1
n1469;Durden, Richard;15;Drama;Comedy:1,Drama:7,Mystery:2,NULL:1,Romance:1,Thriller:2,War:1
n13160;Lebeau, Pierre;26;Comedy;Adventure:1,Comedy:7,Crime:1,Drama:5,NULL:2,Romance:6,Thriller:2,War:2
n13325;Nigam, Anjul;11;Drama;Comedy:1,Drama:5,Romance:2,Sci-Fi:1,Short:2
n8980;Altman, Robert (I);19;Family;Documentary:14,Family:2,Music:1,Short:2
n13108;Lite Romero, Xavier;13;Drama;Crime:1,Drama:3,NULL:4,Short:4,Thriller:1
n16438;Theissen, Felix;11;Crime;Crime:4,Drama:2,NULL:3,Romance:1,Thriller:1
n7283;Embry, Ethan;25;Comedy;Comedy:7,Drama:6,Horror:1,Music:1,NULL:2,Romance:3,Sci-Fi:2,Short:1,Thriller:2
n2183;Riaboukine, Serge;44;Drama;Comedy:8,Crime:2,Drama:10,NULL:16,Romance:2,Short:3,Thriller:2,War:1
n7547;Gillis, Jamie;23;Adult;Adult:15,NULL:6,Sci-Fi:1,Thriller:1
n16731;Scott, Hunter (I);12;Adult;Adult:5,Crime:1,Documentary:1,NULL:5
n2589;Rieschel, Claudia;11;Family;Comedy:1,Crime:1,Drama:1,Family:2,NULL:4,Romance:1,War:1
n13338;Cedric the Entertainer;31;Comedy;Animation:1,Comedy:7,Crime:3,Documentary:3,Family:4,Fantasy:1,Music:4,NULL:5,Romance:1,Short:2
n5767;Ebouaney, Eriq;20;Drama;Comedy:5,Crime:1,Drama:6,NULL:3,Romance:1,Short:1,Thriller:1,War:2
n12596;Julien, Jean-Luc;12;Romance;Documentary:2,Fantasy:2,NULL:1,Romance:3,Short:2,Thriller:1,War:1
n771;Turner, Frank C. (I);32;Drama;Adventure:3,Comedy:5,Crime:1,Drama:10,Family:1,Fantasy:1,Horror:1,NULL:4,Romance:4,Short:1,Thriller:1
n3907;Myers, Mike (I);58;Comedy;Adventure:2,Animation:1,Comedy:14,Documentary:12,Drama:3,Family:2,Music:11,NULL:6,Romance:1,Short:6
n3698;Douglas, Shirley;11;Drama;Comedy:1,Documentary:1,Drama:5,Family:2,Thriller:2
n80;Steele, Shaena;19;Adult;Adult:17,NULL:1,Short:1
n7798;Furtado, Catarina;11;Adventure;Adventure:1,Comedy:1,Drama:1,NULL:5,Romance:1,Short:2
n2573;Baumgartner, Monika;26;Drama;Comedy:1,Crime:5,Drama:7,Family:1,NULL:11,Romance:1
n7752;Duffy, Thomas F.;10;Thriller;Drama:3,NULL:1,Romance:1,Sci-Fi:1,Thriller:4
n7766;Hedaya, Dan;25;Drama;Comedy:7,Crime:1,Documentary:1,Drama:8,Fantasy:1,Horror:1,Mystery:1,NULL:1,Sci-Fi:1,Short:1,Thriller:1,War:1
n9851;Young, Jerome (III);12;Action;Action:4,Documentary:1,Drama:1,NULL:6
n8392;Kaminski, André (I);11;Comedy;Comedy:3,Crime:2,Drama:2,NULL:2,Romance:1,Thriller:1
n6758;Camacho, Mark;53;Drama;Action:3,Animation:1,Comedy:2,Crime:3,Documentary:1,Drama:14,Family:1,Fantasy:3,Horror:1,Music:1,NULL:6,Romance:1,Sci-Fi:2,Short:1,Thriller:13
n2223;Mitchell, Eddy;13;Comedy;Comedy:6,Crime:1,Documentary:1,Music:5
n7943;Favino, Pierfrancesco;25;Comedy;Comedy:7,Crime:1,Drama:7,Family:1,NULL:8,Thriller:1
n3967;Fresh, Doug E.;14;Comedy;Comedy:4,Documentary:7,Drama:1,Music:1,NULL:1
n1870;Lee, Lucy (IV);41;Adult;Adult:37,NULL:4
n1114;von Trier, Lars;23;Drama;Animation:1,Comedy:1,Documentary:10,Drama:3,NULL:1,Short:7
n12753;Martiny, Peer;13;Drama;Crime:2,Drama:5,Romance:3,Thriller:2,War:1
n14033;Ash, William;10;Drama;Comedy:1,Drama:5,NULL:2,Romance:2
n6148;Ross, Paul (III);17;Romance;Comedy:1,Documentary:6,Music:1,NULL:7,Romance:1,Short:1
n12504;Ray, Micky;14;Adult;Adult:8,Drama:2,NULL:3,Sci-Fi:1
n6032;Faulkner, James (I);27;Drama;Action:1,Adventure:2,Animation:1,Comedy:2,Crime:2,Drama:5,Mystery:3,Romance:3,Sci-Fi:3,Short:1,Thriller:4
n54;Josephson, Erland;23;Drama;Documentary:3,Drama:12,NULL:2,Romance:1,Short:3,War:2
n2267;Thring, Frank (II);16;Adult;Adult:12,NULL:4
n4090;Lamb, Jerry;30;Drama;Action:3,Comedy:3,Drama:6,Horror:2,NULL:12,Romance:2,Thriller:2
n2530;Russek, Rita;50;Crime;Comedy:2,Crime:27,Drama:5,Fantasy:1,NULL:9,Romance:2,Thriller:3,War:1
n8993;Leno, Jay;43;Comedy;Comedy:10,Crime:1,Documentary:13,Drama:2,Family:3,Fantasy:1,Music:2,NULL:8,Romance:1,Thriller:2
n7826;Fraser, Duncan (II);19;Drama;Action:1,Comedy:2,Crime:1,Drama:6,Horror:1,NULL:1,Sci-Fi:1,Thriller:4,Western:2
n8798;Young, Craig Robert;11;Comedy;Animation:1,Comedy:2,Documentary:1,Drama:2,Horror:1,Romance:2,Sci-Fi:1,Short:1
n14501;Skinner, Jeff;10;Drama;Action:1,Comedy:3,Drama:3,Fantasy:1,NULL:1,Short:1
n10689;Brooks, Joel (I);11;Comedy;Comedy:3,Drama:2,Fantasy:1,Romance:2,Sci-Fi:2,Short:1
n16658;Gauzy, Nino;10;Drama;Drama:3,NULL:3,Short:4
n7420;"D&apos;Aquino, Tosca";14;Comedy;Comedy:4,Crime:1,Drama:3,NULL:3,Romance:3
n12404;Peeples, Nia;20;Drama;Action:2,Comedy:1,Documentary:2,Drama:4,Musical:1,NULL:6,Sci-Fi:1,Thriller:3
n16849;Freeman, Paul (I);21;Drama;Action:1,Comedy:2,Documentary:1,Drama:9,NULL:3,Romance:1,Thriller:2,War:2
n10887;Coles, Kim;10;Comedy;Comedy:4,Documentary:3,Mystery:1,NULL:2
n1225;Edmondson, Adrian;12;Comedy;Adventure:1,Comedy:4,Documentary:1,Music:1,Mystery:1,NULL:4
n1679;Woodward, Dani;44;Adult;Adult:39,NULL:5
n9251;Rogers, Wayne (I);11;Drama;Comedy:2,Documentary:3,Drama:3,NULL:2,Thriller:1
n10981;Plotnick, Jack;17;Comedy;Action:1,Comedy:8,Crime:1,Horror:1,Musical:1,Romance:3,Short:2
n6200;DeVyne, Elle;38;Adult;Adult:28,Documentary:1,NULL:9
n2295;Rey, Alberto;138;Adult;Adult:106,Documentary:2,Drama:2,NULL:22,Sci-Fi:4,Short:1,Thriller:1
n4067;Lemieux, Julie;22;Fantasy;Action:1,Adventure:1,Animation:2,Comedy:2,Drama:2,Family:4,Fantasy:5,NULL:4,Sci-Fi:1
n11307;Doyle-Murray, Brian;26;Comedy;Animation:2,Comedy:10,Documentary:1,Drama:3,Family:3,Fantasy:2,Musical:1,Romance:2,Sci-Fi:1,Short:1
n10525;Martín, Ana;14;Romance;Crime:1,Drama:1,Mystery:1,NULL:6,Romance:5
n17329;Jartti, Tero;10;Drama;Drama:4,NULL:2,Romance:1,Short:2,Thriller:1
n17299;Black, Robert (III);16;Adult;Adult:14,NULL:2
n1686;Alexander, Monique;37;Adult;Adult:17,Drama:1,Horror:1,Mystery:1,NULL:14,Short:2,Thriller:1
n2028;Michael, Christopher;14;Drama;Action:1,Animation:1,Documentary:1,Drama:5,NULL:1,Romance:1,Sci-Fi:1,Short:1,Thriller:2
n3838;Davis, Sarah Scott;10;Drama;Drama:2,Horror:1,Music:1,NULL:4,Short:1,Thriller:1
n17014;Mor, Keren;11;Drama;Comedy:4,Drama:5,Short:2
n7277;Howard, Ron;36;Comedy;Comedy:4,Documentary:24,Drama:1,Family:2,Mystery:1,NULL:2,Short:2
n10951;Rinna, Lisa;14;Drama;Action:1,Documentary:6,Drama:2,NULL:3,Romance:1,Thriller:1
n11880;Schmidt, Jürgen;15;Crime;Comedy:1,Crime:9,Drama:3,NULL:1,Romance:1
n8809;Van Wormer, Steve;10;Comedy;Comedy:4,Drama:2,NULL:1,Romance:2,Sci-Fi:1
n9712;Lynch, Gus (I);11;Thriller;Comedy:1,Crime:1,Drama:1,Family:1,Fantasy:1,Horror:1,Romance:2,Sci-Fi:1,Thriller:2
n1605;LaVeaux, Shayla;105;Adult;Action:1,Adult:81,Comedy:2,Documentary:4,Fantasy:1,Mystery:1,NULL:13,Sci-Fi:2
n15983;Martial, Jean-Michel;13;Comedy;Adventure:1,Comedy:3,Drama:2,Family:1,NULL:3,Romance:1,Short:2
n12181;Bubik, István;10;Drama;Crime:3,Drama:5,NULL:2
n14291;Almeda, Priscilla;10;Drama;Action:1,Drama:6,Romance:2,Thriller:1
n5737;Mara, Mary;13;Drama;Comedy:1,Drama:4,Family:1,Fantasy:1,Mystery:1,NULL:2,Sci-Fi:1,Short:1,Thriller:1
n683;Roseanne;36;Comedy;Comedy:7,Documentary:16,Drama:1,Family:1,Music:3,NULL:7,Short:1
n14405;Krasnoff, Mark;12;Thriller;Action:1,Comedy:1,Drama:2,NULL:2,Romance:1,Sci-Fi:2,Thriller:3
n4774;Olivera, Federico;10;Romance;Drama:3,NULL:1,Romance:4,Short:1,Thriller:1
n5591;Walsman, Leeanna;12;Drama;Action:1,Comedy:1,Drama:6,NULL:2,Sci-Fi:1,Thriller:1
n12833;Lenz, George;22;Comedy;Action:1,Comedy:4,Crime:3,Mystery:1,NULL:5,Romance:2,Short:2,Thriller:4
n10763;Marino, Mauro;16;Comedy;Comedy:5,Drama:5,NULL:3,Romance:2,War:1
n4493;Cavazos, Lumi;18;Drama;Comedy:1,Crime:1,Drama:2,Family:1,Horror:1,Music:1,NULL:5,Romance:1,Short:3,Thriller:1,War:1
n7927;Katz, Judah;21;Drama;Action:1,Comedy:2,Drama:9,Family:2,Fantasy:1,Mystery:2,NULL:1,Thriller:3
n3301;Ledger, Heath;26;Thriller;Adventure:2,Documentary:3,Drama:1,Family:2,Fantasy:1,Music:1,Romance:4,Short:8,Thriller:4
n3775;Boling, Alex;10;Drama;Comedy:1,Drama:3,Musical:1,NULL:2,Romance:2,Short:1
n3061;Völker, Margret;13;Comedy;Comedy:5,Crime:3,Drama:1,Family:1,NULL:2,Short:1
n11378;Kamin, Danny;12;Drama;Comedy:2,Drama:5,Horror:1,Short:1,Thriller:2,Western:1
n7645;Capri, Ana;31;Drama;Action:4,Crime:1,Drama:14,Fantasy:1,Horror:3,NULL:2,Romance:5,Thriller:1
n8736;Kaufman, David (I);15;Comedy;Action:1,Adult:1,Adventure:1,Animation:1,Comedy:3,Drama:2,Fantasy:1,Romance:1,Sci-Fi:2,Thriller:2
n13194;Singh, Archana Puran;13;Drama;Action:1,Comedy:1,Drama:3,Family:1,Music:1,Musical:1,NULL:1,Romance:3,War:1
n4923;McGee, Jack (I);34;Comedy;Adventure:2,Comedy:8,Crime:1,Drama:5,Family:3,Fantasy:1,Music:1,Mystery:1,NULL:2,Romance:1,Sci-Fi:2,Short:3,Thriller:3,War:1
n4813;Bassi, Valentina;14;Drama;Comedy:1,Drama:6,NULL:3,Romance:3,Thriller:1
n13434;Schuhrk, Laura;12;Crime;Comedy:2,Crime:2,Documentary:1,Drama:1,NULL:4,Romance:1,Sci-Fi:1
n16544;Carey, Richenda;11;Comedy;Adventure:1,Animation:1,Comedy:2,Documentary:1,Family:1,Mystery:1,NULL:3,Romance:1
n16464;Affleck, Rab;12;Drama;Action:1,Comedy:1,Documentary:1,Drama:2,Mystery:1,Romance:1,Short:1,Thriller:2,War:2
n11260;Hunter, Kiara;11;Drama;Action:2,Comedy:2,Drama:2,NULL:2,Sci-Fi:1,Thriller:2
n9688;Villalonga, Marthe;15;Drama;Comedy:3,Documentary:1,Drama:5,NULL:6
n2569;Sevenich, Anke;22;Crime;Crime:11,Drama:4,NULL:4,Romance:2,Thriller:1
n12424;Robinson Peete, Holly;12;Comedy;Comedy:2,Documentary:4,Drama:1,Family:1,NULL:3,Thriller:1
