,name,degree_weighted_g0,degree_g0,ActorName,movies_95_04,main_genre,Short,Action,Crime,Mystery,Documentary,Horror,Sci-Fi,Comedy,Animation,Family,Fantasy,Thriller,Western,Adult,Romance,Adventure,War,Drama,Musical,Music,max_triangles,betweenness,closeness,pagerank,eigenvector
1889,n9732,133.0,54,"Carrington, J.R.",43,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0.5186915887850467,8788.637870625464,0.11208363568644324,8.862256012762564e-05,1.5888826850655422e-07
1890,n2481,102.0,43,"Berkley, Elizabeth",19,Comedy,0,0,1,2,2,0,1,4,0,0,0,2,0,0,2,1,0,3,0,0,0.1111111111111111,285011.8306368978,0.11221262150902639,0.00010976657911527936,2.1972292947173426e-09
1891,n11465,9.0,4,"Hinrichs, Ursula",14,Comedy,0,0,1,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0.0,222.71725077134866,0.10779663529237382,1.6325136225159903e-05,1.3591814609907773e-06
1892,n1491,4.0,2,"Stohl, András",15,Drama,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,3,4,0,0,0.6785714285714286,27.463072442865506,0.08979688432490276,1.2090818952521682e-05,1.614480399927459e-13
1893,n3906,362.0,125,"Winston, Matt (I)",21,Comedy,0,0,0,0,0,0,2,6,0,0,0,4,0,0,3,0,0,5,0,0,0.05555555555555555,58026.925200500365,0.1322392944813165,0.00017177853861814635,8.81800063202703e-05
1894,n10461,91.0,43,"Horner, Mike",138,Adult,0,1,0,0,2,0,3,2,0,0,4,0,0,107,1,0,0,2,1,0,0.29847089634197854,4900.310405931362,0.09214784624075432,6.537498032686137e-05,1.4210579944891417e-10
1895,n9777,25.0,12,"Wilson, Thomas F.",20,Comedy,0,1,1,0,0,0,4,4,2,1,2,0,0,0,0,0,1,0,0,0,0.4232804232804233,11794.441488775392,0.09633939019274501,3.515411741065236e-05,1.2898980640063726e-11
1896,n16944,14.0,7,"Boot, Kees",10,Comedy,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,2,0,0,0.25,5107.830625635393,0.09709072704010681,3.005260700298968e-05,1.624298237547827e-11
1897,n9430,12.0,6,"Basic, Senad",10,War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.0,1424.748725248588,0.11105596701534702,2.0985442417866353e-05,1.407825400871072e-06
1898,n3564,327.0,74,"Pirhonen, Tiina",18,Drama,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,9,0,0,0.25274725274725274,31738.025298089924,0.10214185393258426,7.062282188187289e-05,4.57015510801645e-09
1899,n465,783.0,254,"Chandler, Simon",15,Drama,1,0,4,1,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,1,0.09090909090909091,121852.73641308013,0.13694674816203875,0.00040417816532301504,0.0001028046440672754
1900,n15998,313.0,75,"Stein, Birgit",14,Thriller,2,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0.25757575757575757,3227.518129992259,0.07444086186601157,0.0001427680808177131,2.341617933796158e-14
1901,n10615,92.0,41,"Thomas, Robin (I)",13,Drama,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,7,0,0,0.4,87759.21612541752,0.12325574826281001,9.709257901444532e-05,2.375758047607237e-06
1902,n5428,379.0,94,"MacKay, Don",20,Drama,1,0,1,1,0,0,0,2,0,0,0,6,0,0,2,1,0,6,0,0,0.24528301886792453,14838.041317925006,0.10422912013758674,3.178581314159307e-05,0.06951315194834888
1903,n15160,6.0,3,"Riefenstein, Thure",41,Drama,1,2,9,0,0,0,1,2,0,0,1,7,0,0,1,0,0,10,0,0,0.1052048726467331,26777.75790272883,0.08454224448179488,1.9576920197965695e-05,7.008345664291642e-11
1904,n1146,43.0,19,"Uhler, Ray",10,Drama,0,0,0,0,0,0,1,2,1,0,0,1,0,1,1,1,0,2,0,0,0.5,28659.251244836712,0.09173231864025522,5.9365993656341675e-05,9.462397479413279e-12
1905,n2802,2.0,1,"Franckh, Pierre",10,Drama,0,0,2,0,0,0,0,1,0,0,1,2,0,0,1,0,1,2,0,0,0.0,0.0,0.09108319808795212,1.4299256728225352e-05,1.1101240513895786e-10
1906,n9985,54.0,25,"Osbourne, Sharon",27,Music,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0.3287741935483871,135740.15045986482,0.1176074227304274,6.442626158741721e-05,1.537298529352273e-06
1907,n3513,50.0,24,"Gabriela, Cecilia",12,Romance,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,0,0.3754152823920266,49615.54813353237,0.11906191164833965,7.512514136826353e-05,1.7794386239969677e-07
1908,n1572,1472.0,318,"Breuer, Jacques",19,Crime,0,0,8,0,0,0,0,2,0,1,0,2,0,0,1,0,0,4,0,0,0.15151515151515152,191464.13635425267,0.11124424785529452,0.0002649431447361475,1.700710714705012e-05
1909,n5805,8.0,4,"Desseaux, Alexis",10,Adventure,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.3333333333333333,426.8476005927829,0.09791151276484744,1.989221948542754e-05,1.367581800369116e-10
1910,n5647,14.0,7,"Ayanna, Charlotte",11,Drama,0,0,2,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,0.06666666666666667,518.6763049040445,0.11011014799954578,2.1389416558960602e-05,2.3750281035667616e-08
1911,n6074,4.0,2,"Temple, Lew",25,Sci-Fi,0,0,0,0,0,2,9,2,3,0,1,0,1,0,1,0,0,5,0,0,0.6364309514994446,48.55697136317771,0.09312922520369017,1.4166931680597263e-05,1.8572511475831404e-11
1912,n9679,118.0,55,"Nicholson, Jack",35,Drama,3,0,0,0,18,0,1,1,0,3,0,0,0,0,1,0,0,5,0,2,0.2690236842924279,602407.7384730111,0.11396446690564338,0.0001435193618450579,7.282003572553153e-09
1913,n7885,14.0,7,"Paskaljevic, Mihajlo-Bata",33,Drama,2,0,0,0,3,0,0,6,0,2,0,0,0,0,1,0,1,14,0,0,0.5257657657657657,8639.226292784258,0.10029996896872738,3.503840786151708e-05,1.392917686667702e-09
1914,n7970,142.0,63,"Dye, Dale",23,War,2,2,0,0,2,0,1,1,1,0,0,4,0,0,0,0,5,4,0,0,0.174390243902439,44588.37955242639,0.11618108113505202,0.0001224642089007313,8.585830710543183e-08
1915,n8939,26.0,13,"Guerrera, Juventud",13,Action,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9009380004575612,27979.073781125113,0.09845164565530079,5.088793297036682e-05,2.8938402388052996e-11
1916,n11116,20.0,9,"Yoshiyuki, Kazuko",11,Comedy,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,4,0,0,0.3333333333333333,21203.960527316427,0.10614205789345658,3.977195482766937e-05,1.299723049468651e-06
1917,n13270,4.0,2,"von Brömssen, Tomas",15,Comedy,3,0,0,0,1,0,0,3,1,0,2,1,0,0,1,0,1,2,0,0,0.26900584795321636,66.23860927800467,0.08705584262713724,1.3182701302375466e-05,3.154754782720862e-11
1918,n7391,98.0,46,"Needham, Tracey",10,Drama,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,4,0,0,,42634.47673358705,0.12959511735137103,6.648799672129917e-05,9.639638997370645e-06
1919,n5619,240.0,92,"Bastoni, Steve",12,Drama,0,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,3,0,0,0.59,112148.08137952459,0.1294231054426813,0.0001393777046235815,1.5635536315857005e-05
1920,n14883,58.0,18,"Hawkes, John (I)",23,Drama,0,0,2,1,0,0,2,4,0,0,0,4,2,0,1,0,0,5,0,0,0.03260869565217391,85.86127573765107,0.09236533362968137,2.1539642108499423e-05,1.7109958361957198e-07
1921,n11781,667.0,143,"Collins, Cheyne",185,Adult,0,0,0,0,1,0,1,0,0,0,3,0,0,150,0,0,0,0,0,0,0.2532190544213638,10301.821196463981,0.09968075203170777,0.00016853663955782613,9.594507623006963e-07
1922,n12648,11.0,4,"Stockbridge, Sara",17,Drama,2,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,5,0,1,0.3333333333333333,142.77986622279562,0.05914705433843338,3.8846660192732866e-05,4.1974508851508565e-18
1923,n16831,20.0,2,"Durbin, John",11,Thriller,0,0,0,0,1,0,1,1,0,0,1,4,1,0,0,0,0,2,0,0,0.2857142857142857,0.0,0.04587230709793399,4.3923630244430896e-05,7.680056238830288e-06
1924,n1053,83.0,33,"Dick, Bryan",12,Drama,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,7,0,0,0.0,5243.043587888663,0.09303837953091684,6.260498409087908e-05,7.250326031945651e-11
1925,n6144,26.0,13,"Trintignant, Marie",29,Comedy,4,0,2,0,3,0,0,5,0,0,0,1,0,0,3,1,0,4,0,0,0.1447811447811448,196674.12464398425,0.10704494857500323,4.2122019110763815e-05,3.961541154994464e-09
1926,n15127,33.0,12,"Mendelsohn, Ben",11,Drama,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,0,0,0.2380952380952381,32.82013703894424,0.09396601847664578,4.4753914195907096e-05,2.291422227683478e-11
1927,n6728,11.0,3,"Starr, Beau",25,Drama,1,1,2,2,0,0,0,2,0,0,0,7,0,0,2,0,0,7,0,0,0.1904761904761905,1.0946982280972573,0.09887607350841812,1.6898543159392236e-05,1.1995681479273882e-09
1928,n8964,277.0,124,"Derangère, Grégori",18,Drama,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,0,0,0.05128205128205129,148353.13861546494,0.13447462902753593,0.00017208432271735992,7.322994351657383e-05
1929,n11750,38.0,16,"Bannister, Reggie",11,Horror,1,0,0,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0.19444444444444445,1201.0418854766956,0.09624960709381772,4.047423449895944e-05,5.646202191472414e-10
1930,n15897,10.0,5,"Kennedy, Emma (I)",12,Sci-Fi,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4598.27548456995,0.09300268553646789,1.9222137198112175e-05,8.179191271438073e-13
1931,n2296,170.0,59,"Cusack, Joan",23,Romance,2,0,0,0,1,0,0,3,3,2,0,1,0,0,5,0,0,4,0,1,0.24830917874396136,2885.6203785411503,0.1024764857152922,3.6864386424456965e-05,2.735508383168022e-05
1932,n5824,77.0,36,"McKinney, Mark (I)",30,Comedy,3,0,0,0,4,0,0,10,0,1,1,1,0,0,1,0,0,2,1,2,0.3910654562828476,188352.63683804756,0.10446117568198413,8.514191456327538e-05,1.0255700306053546e-10
1933,n8714,41.0,18,Violet (V),12,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0.7450980392156863,5162.227545016383,0.10781927576876985,5.337864045695908e-05,2.368534889450222e-08
1934,n3469,118.0,52,"Dean, Philippe",91,Adult,1,0,0,0,2,0,1,0,0,0,0,0,1,71,0,0,0,0,0,0,0.26307495321579827,77925.05303456886,0.11986731771638132,0.0001026445100327145,2.027544553534972e-07
1935,n11367,6.0,3,"Santodomingo, Isabella",10,Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16666666666666666,383.01532843974866,0.1006609225232707,1.6088584486166e-05,3.047726417121914e-09
1936,n11294,22.0,10,"Murphy, Kevin (II)",12,Comedy,1,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1144.5242398288062,0.11135425505445219,2.4223311109100363e-05,1.8141903521682192e-07
1937,n5265,111.0,37,"Moritzen, Henning",12,Drama,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0.5473484848484849,59145.583255507336,0.10237430495272505,8.225010786011629e-05,7.77550518228148e-10
1938,n8171,344.0,76,"Tandy, Mark",12,Drama,0,0,0,0,1,0,1,0,0,0,2,2,0,0,2,0,0,4,0,0,0.3717948717948718,2451.8067683917366,0.10525554047942108,9.933906980323235e-05,1.629070367533959e-07
1939,n2578,26.0,12,"Le Bolloc&apos;h, Yvan",10,Comedy,3,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0.6515151515151515,3175.2658597699806,0.09183174177255149,3.919669659546173e-05,9.353368692671486e-13
1940,n7613,85.0,10,"Platt, Tara",11,Comedy,2,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,1,2,0,0,1.0,28.679234808410627,0.07697498114655411,6.152792817157005e-05,7.417539323197287e-11
1941,n4250,2.0,1,"Sorvino, Mira",31,Drama,1,0,0,0,6,0,0,5,0,3,1,3,0,1,2,0,1,6,0,2,0.3190401258851298,0.0,0.10179099429051315,9.997864349363792e-06,1.484408957252785e-08
1942,n1682,447.0,153,"Madaula, Ramón",14,Drama,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,0,0,0.31666666666666665,9585.050006989795,0.10243679132333262,8.605258125473925e-05,4.849352636004638e-06
1943,n11001,8.0,4,"Fux, Herbert",17,Comedy,0,0,2,0,0,1,0,5,0,0,0,2,0,0,1,0,0,2,0,0,0.0,1163.3325799526492,0.10227292703078032,2.074509065544226e-05,4.547794978288824e-09
1944,n12777,13.0,6,"Collins, Patrick (II)",17,Adult,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0.6107539450613676,688.5770523678314,0.08698382322160093,2.3236104007056337e-05,1.3808074346821763e-13
1945,n17062,22.0,11,"Kling, Anja",37,Drama,1,2,3,0,1,0,2,2,0,0,0,6,0,0,2,1,1,8,0,0,0.08253968253968254,335.00785969688593,0.06932214901044956,2.8595696601916256e-05,9.164434432579371e-17
1946,n13410,45.0,21,"Ferguson, J. Don",11,Comedy,0,0,0,1,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,1,0.33333333333333337,2714.496785770834,0.1060801283609666,3.7785039662142804e-05,5.34613506408809e-08
1947,n12080,24.0,11,"Di Bianco, Louis",20,Drama,0,1,3,0,1,0,0,3,0,0,0,2,0,0,2,0,0,8,0,0,0.15384615384615383,5052.341086725334,0.07793669150841032,3.135328185810039e-05,4.941330126768767e-13
1948,n11293,16.0,8,"Curry, Christopher",12,Drama,0,1,0,1,0,0,0,2,0,0,0,1,0,0,1,0,1,5,0,0,0.0,16377.856494377802,0.11069886028502388,2.7362600254922756e-05,7.112956702255349e-08
1949,n5656,4.0,2,"Luft, Lorna",12,Drama,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.2888888888888889,141.71640208487918,0.0783273647648025,2.9288653485251156e-05,6.640939202991757e-12
1950,n2811,61.0,28,"Dolleris, Helle",18,Comedy,5,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0.3528528528528529,26900.85530741276,0.12067368188166319,6.184701123012462e-05,1.2578347487854618e-06
1951,n10535,82.0,38,"O&apos;Hara, Maggie Blue",19,Animation,0,0,0,0,0,0,2,1,6,2,2,2,0,0,2,0,0,0,0,0,0.7252631578947368,4986.3192810356295,0.09007400373631137,6.0201756714012294e-05,1.0901939564501313e-10
1952,n16109,21.0,9,"Boyd, Karin",18,Crime,0,1,12,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0.25757575757575757,27360.35468454348,0.08247412937674242,4.095792583248577e-05,1.6758567510266428e-12
1953,n13063,15.0,7,Kronprinsesse Mary,26,Music,2,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.7777777777777778,1691.1320694068997,0.07861701792237391,3.924734735999642e-05,2.834392301579026e-11
1954,n4083,47.0,15,"De Bankolé, Isaach",10,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,1,,702.1325758548676,0.1026367784729736,4.654623784181694e-05,6.565554091822331e-09
1955,n17091,22.0,11,"Moore, Jackie",65,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0.4502923976608187,167.72473837314644,0.09624376902377696,2.4794303176774274e-05,1.9533362655240215e-10
1956,n10639,35.0,16,"Pitt, Michael (II)",13,Drama,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0.16666666666666666,5411.821030542404,0.11508789513246911,4.297032215862042e-05,2.057222488858158e-07
1957,n1565,1337.0,287,"Groth, Steffen",14,Comedy,0,0,1,0,0,0,0,5,0,0,0,1,0,0,3,0,0,3,0,0,0.4,106060.25225510297,0.11041035405451567,0.0002338288331348291,2.6726647418039587e-05
1958,n12168,16.0,8,"Wentzel, Tom",10,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0.4727272727272728,12860.753478654093,0.09519705911227952,3.6363859002323974e-05,5.357061402874927e-12
1959,n9844,203.0,46,"Clement, Jennifer (I)",15,Thriller,2,1,0,1,0,0,0,3,0,0,1,3,0,0,0,0,0,3,0,0,0.32857142857142857,145.79192454051878,0.09711125453452919,2.0244489636420172e-05,0.03471256298668024
1960,n12199,4.0,2,"Herrera, Isabel (II)",10,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0.5636363636363637,661.4514277434517,0.09806003606883416,1.3908923496075667e-05,1.8420008221164293e-10
1961,n6874,10.0,4,"Overton, Rick",18,Comedy,0,1,0,1,2,1,1,5,0,1,2,1,0,0,0,1,0,2,0,0,0.03571428571428571,17453.0,0.08488226197076246,3.7092294861159066e-05,2.333856406377171e-10
1962,n6805,25.0,12,"Kerr, Patrick (I)",10,Comedy,1,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,3,0,0,0.0,2182.6507806929694,0.10883581717278792,2.340456724774684e-05,3.7660115191336517e-07
1963,n13089,69.0,23,"Kirkland, Sally (I)",33,Drama,1,0,1,1,6,0,0,5,0,1,0,2,0,0,2,0,0,10,0,1,0.12962962962962962,43.431825568108884,0.09349689307906578,2.1011618277184535e-05,8.934867908753351e-07
1964,n8561,74.0,31,"Murguía, Gerardo",13,Romance,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0.30725462304409673,43910.23197357019,0.12431004152214634,6.722813880824727e-05,1.7642259265969054e-05
1965,n14414,41.0,20,"Matsuoka, Shunsuke",17,Drama,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,5,0,1,0.4444444444444444,973.988640209114,0.08305693687691831,3.4856954442712296e-05,8.172618762927075e-13
1966,n8001,133.0,53,Eduardo (I),12,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0.2857142857142857,34281.18966600677,0.09101812644709122,8.929972528141022e-05,9.943528887973401e-12
1967,n15115,2.0,1,"DePass, Stacey",14,Comedy,1,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0.43809523809523815,0.0,0.0845496161019207,1.2034907968423576e-05,1.6801302807090872e-13
1968,n8929,11.0,5,"Alcoverro, Montserrat",15,Drama,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0.2909090909090909,222.63975586387804,0.09124747754624063,2.3338871657694045e-05,1.2340993206221344e-11
1969,n15135,16.0,8,"Stein, Saul",17,Thriller,1,0,0,0,1,0,0,2,0,0,0,6,0,0,1,0,0,5,0,0,0.2833333333333333,2062.812390129501,0.10026424632352941,2.5455613225597057e-05,4.405082340423303e-11
1970,n7937,2.0,1,"Swift, Stephanie",143,Adult,1,0,0,0,3,0,2,0,0,0,1,1,0,101,2,0,0,3,0,0,0.30983650495845616,0.0,0.07124401503740985,2.0882708933188718e-05,2.0790498915512837e-16
1971,n16514,15.0,7,"Pea, Alfredo",11,Drama,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,3,0,0,0.75,348.2882849632457,0.09441586472144237,2.7828625683698857e-05,5.223521986455626e-11
1972,n13054,32.0,9,"Rachner, Jonathan",10,Action,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9326.77787068228,0.09212839068264952,6.259230191150167e-05,7.83362882655179e-09
1973,n16949,23.0,11,"Gault, Willie",11,Drama,0,1,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0.0,2478.13575824788,0.08897566346869488,2.0955405722330625e-05,1.7198290093435083e-09
1974,n13029,16.0,7,"Moskow, Kenneth",13,Thriller,1,0,0,0,0,0,0,3,0,1,0,4,0,0,0,1,0,1,0,0,0.3333333333333333,5001.717717686263,0.10984958147145824,2.575705201548088e-05,4.109392569053569e-06
1975,n10419,7.0,2,"Neufeld, Martin",10,Thriller,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0.6212121212121212,0.0,0.060673266776050505,1.5162064554543544e-05,2.973194376981857e-18
1976,n7996,173.0,70,Persia (I),12,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.766798418972332,37807.349906862044,0.08520588737826161,0.0001101024683027323,3.4516701982819734e-12
1977,n2401,760.0,176,"Boreanaz, David",18,Romance,1,1,0,0,7,1,0,0,0,1,0,1,0,0,2,0,0,2,0,1,0.25806451612903225,152774.8285084974,0.1254392962635562,0.00034459221453068863,4.3280629116464995e-06
1978,n6243,26.0,12,"Lobo, Natalia",13,Romance,1,0,0,1,0,0,0,2,0,1,0,1,0,0,2,1,0,2,0,0,0.25263157894736843,3084.1771975204542,0.09656004160258468,1.5004533415269843e-05,3.071695389058545e-07
1979,n9501,74.0,34,"Dupláa, Nancy",18,Romance,0,1,0,1,1,0,0,1,0,0,0,1,0,0,5,0,0,4,0,0,0.26995645863570394,76574.1924514261,0.12121675116327522,0.00010152091916017788,2.566380596278521e-07
1980,n173,402.0,146,"Calzone, Maria Pia",11,Thriller,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,1,0,0,,12634.21115034483,0.10289210889326432,7.839870660737635e-05,5.159370616235489e-06
1981,n15727,7.0,2,"Durand, Julie",18,Drama,7,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,0,0,0.1,0.0,0.0966916326892395,1.80462536420581e-05,2.506400129703692e-10
1982,n10580,6.0,3,"London, Alexandra",11,Comedy,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0.39285714285714285,17550.445322348878,0.11306601023514931,2.5565894676197605e-05,2.779050662733383e-07
1983,n13057,113.0,47,"Vukotic, Milena",11,Comedy,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,,2685.0979338719676,0.10102448341725995,2.8069507775756136e-05,2.14139992017223e-06
1984,n8945,10.0,5,"Plagnol, Robert",11,Thriller,0,0,2,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0.09523809523809523,272.35064833174596,0.09154035768605444,2.0481515614784863e-05,4.23642771449522e-13
1985,n9431,109.0,53,"Malone, Randal",15,Thriller,0,0,0,0,1,4,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0.4722222222222222,213014.23198738167,0.1319533695208431,6.886143464447356e-05,1.5860820848020747e-05
1986,n6606,17.0,8,"Gupta, Rajendra (I)",10,Romance,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,1,0,0,0.4909090909090909,12150.888660902743,0.09580739716101834,2.857971395586186e-05,9.630333991452427e-13
1987,n1672,314.0,110,"Weatherly, Michael",19,Drama,2,0,1,1,0,0,1,3,0,1,0,2,0,0,2,0,0,4,0,0,0.4761904761904762,12459.908454764505,0.10185811993744018,6.644158294454711e-05,2.745984362313383e-06
1988,n25,91.0,34,"Andrade, Júlio",14,Drama,5,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,1.0,151885.53435286012,0.0847474909323972,9.849228343359816e-05,1.0231790226661432e-12
1989,n14875,36.0,17,"Cosentino, Marcelo",13,Romance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0.2985507246376812,545.6658977820848,0.09494900040799674,1.6798580096904775e-05,4.1520068372868095e-07
1990,n6542,28.0,12,"Strong, Tara",91,Family,5,3,1,3,0,2,5,10,15,15,14,3,0,0,1,3,1,3,0,0,0.20941558441558442,121429.2078869186,0.09499861208627924,4.841585330493358e-05,8.401421810676648e-13
1991,n14577,52.0,25,Cassandra (VI),18,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0.45454545454545453,366.06644477535735,0.06489851009321677,3.184491244594136e-05,4.757111003170971e-17
1992,n16047,69.0,30,"Pendleton, Austin",36,Drama,2,0,0,1,1,2,0,6,0,1,0,1,0,0,6,2,1,9,0,0,0.0392156862745098,28.722617862014143,0.0727729088316475,3.8316606576489846e-05,1.063354224238217e-15
1993,n6578,83.0,39,Vanessa (II),66,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0.32772791686348607,39268.82125511697,0.09927141808998925,8.783296160270962e-05,9.783824276695181e-12
1994,n16423,18.0,9,"Ravina, Dax",11,Music,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,2,0.0,1422.3039886499494,0.10392007430517516,2.0247534366527723e-05,2.1086848273341206e-09
1995,n10706,44.0,12,"Rash, Jim",10,Comedy,2,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0,0,0.0,1.4663200003180783,0.08919619176108054,1.6766878780035104e-05,2.3563368478913655e-07
1996,n14142,78.0,25,"Pie, Sweety",18,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0.6475485661424607,21.318854865035185,0.07792764435634016,9.126610825106965e-05,1.881717231813129e-13
1997,n10752,20.0,10,"Amal, Natacha",16,Thriller,1,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,1,2,0,0,0.2,3328.159929232657,0.09119122257053291,4.157893636359579e-05,3.028618917619684e-12
1998,n5228,65.0,27,"Brody, Adrien",22,Drama,2,0,1,0,5,0,1,1,0,0,0,2,0,0,2,0,0,7,0,1,0.4426705370101596,5645.03017956541,0.09531767095907467,5.228770837159144e-05,3.949731605242263e-10
1999,n17125,99.0,21,"Seeberg, Xenia",17,Comedy,2,0,2,0,0,1,0,4,0,1,0,2,0,0,1,0,0,1,0,0,0.25,2.1666666666666665,0.07500999187757049,6.689617061216123e-05,2.3150900442020047e-13
2000,n13501,48.0,22,"Wood, Tyler",56,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,1,0,0,0.37714762301918264,20503.40808976364,0.09392657647476672,6.373851145972354e-05,1.3344773709621763e-12
2001,n13315,10.0,5,"Bezerédy, Zoltán",20,Drama,2,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,1,6,0,0,0.3333333333333333,112.40525525416605,0.10562817719680465,2.189201744359863e-05,2.4787702636705985e-08
2002,n16302,16.0,7,"Kane, Erika",10,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.5882352941176471,488.37470192622345,0.09189072511227052,2.3300930355330177e-05,2.7404387296487667e-13
2003,n15915,10.0,5,"Üner, Idil",21,Drama,2,0,3,0,0,0,0,4,0,1,0,2,0,0,0,0,0,5,0,0,0.18181818181818182,17583.09466384655,0.09105041315416075,3.2627346191226596e-05,8.548055909686081e-12
2004,n7257,31.0,11,"Haddad, Gustavo",10,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0.37000000000000005,136.46171623098982,0.09511146470783768,4.080743429576026e-05,4.033319966772026e-09
2005,n9815,45.0,19,"Vuckovic, Aljosa",10,Drama,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0.696551724137931,32595.057840356356,0.0843775379974475,8.312707981275698e-05,1.8708738170264893e-13
