,name,degree_weighted_g0,degree_g0,ActorName,movies_95_04,main_genre,Short,Action,Crime,Mystery,Documentary,Horror,Sci-Fi,Comedy,Animation,Family,Fantasy,Thriller,Western,Adult,Romance,Adventure,War,Drama,Musical,Music,max_triangles,betweenness,closeness,pagerank,eigenvector
0,n15629,113.0,36,"Rudder, Michael (I)",12,Thriller,0,1,0,0,0,1,1,1,0,0,1,2,0,0,1,0,1,1,0,0,0.5238095238095237,3929.012116779463,0.11006640307232449,7.285350554655757e-05,6.297169734089907e-07
1,n5026,47.0,23,"Morgan, Debbi",16,Drama,0,0,0,0,1,2,0,2,0,0,0,0,0,0,2,0,0,6,0,0,0.46245059288537554,21716.283251628487,0.12216700496955274,4.278187542640336e-05,3.1050259650599e-06
2,n11252,48.0,22,"Bellows, Gil",33,Drama,2,0,0,2,1,1,0,6,0,1,1,4,0,0,6,0,0,7,0,0,0.2121212121212121,13283.000043795015,0.11294309490222469,5.1360703452418145e-05,3.572485461570342e-07
3,n5150,57.0,23,"Dray, Albert",20,Comedy,1,0,1,0,1,0,0,6,0,0,0,1,0,0,1,0,0,4,0,0,0.21739130434782608,111250.61929885695,0.11396521103217719,6.646684091949475e-05,7.765480728079507e-08
4,n4057,108.0,46,"Daly, Shane (I)",18,Drama,0,0,1,0,0,1,0,2,0,0,0,4,0,0,1,0,0,7,1,1,0.14782608695652175,39968.78009285296,0.11653480220330496,9.284074250733617e-05,2.3724666969607795e-08
5,n12373,37.0,18,"Macfadyen, Angus",24,Drama,2,1,0,0,1,2,1,0,0,1,1,4,0,0,2,1,0,7,0,0,0.17647058823529413,39833.280180608446,0.11985990935311083,4.9015606779020533e-05,1.1887564188020242e-07
6,n3453,10.0,5,"Djola, Badja",11,Drama,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7,0,0,0.1,6799.253731649886,0.10581324150808422,2.2947186397873755e-05,3.103071326449891e-08
7,n9878,13.0,6,Twiggy,12,Music,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0.5333333333333333,36.45323816976354,0.10752900153401634,1.5552874813497748e-05,9.245564985383086e-08
8,n4988,132.0,57,"Winfrey, Oprah",21,Music,2,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0.32393483709273185,19665.83752897161,0.12580184803448127,7.866000707015906e-05,1.4250500291648597e-05
9,n13032,24.0,11,Champagne (II),11,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.8545454545454545,158.37603689288113,0.09625279179419306,1.3090053213766694e-05,1.1793977839315062e-07
10,n13060,17.0,7,"Sweet, Jay (I)",11,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.38095238095238093,3656.076122028135,0.09549916286399002,1.604549442254454e-05,3.7254290451598915e-07
11,n3541,218.0,93,"Roach, Martin",36,Drama,1,3,1,3,0,0,1,1,2,1,0,5,0,0,2,0,0,13,0,1,0.1093969144460028,105075.80705317321,0.11667970238453362,0.00018756142875093023,2.630319660076496e-08
12,n9373,97.0,47,"Welch, Raquel",24,Comedy,0,0,0,0,7,0,1,4,0,2,0,0,0,0,0,0,0,4,0,1,0.22294172062904719,85591.30818974765,0.1288622117876365,6.959276292560973e-05,9.417207752414792e-06
13,n4120,79.0,25,"Yue, Shawn",15,Drama,0,3,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,4,0,0,0.5533333333333333,5940.363735286539,0.09356204770838918,5.81452821697374e-05,2.4954179973503275e-08
14,n14308,45.0,19,"Landström, Örjan",12,Thriller,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0.2923976608187135,1971.4055808155754,0.08558987083549915,5.5828404739773585e-05,3.1866193638385326e-12
15,n13517,36.0,18,"Scarborough, Adrian",13,Drama,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,7,0,0,0.1895424836601307,19692.39298582905,0.11513572347372934,4.7579665287531e-05,8.3584180170505e-08
16,n12059,48.0,18,"Valcárcel, Javier",10,Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0.4836601307189542,27931.368946383427,0.08337433423296473,5.1974015304484135e-05,1.6932785507555205e-11
17,n3932,22.0,6,"Weinberg, Max (I)",10,Music,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0.4,11.468150792066696,0.11139334218319208,2.2238872641682743e-05,3.736516133209089e-07
18,n577,40.0,19,"Hingle, Pat",16,Comedy,0,0,1,0,3,0,0,3,0,0,1,1,0,0,0,2,1,3,0,0,0.1286549707602339,8899.991897129457,0.11606056374553651,4.90316875582046e-05,1.0250882998847571e-07
19,n1362,405.0,107,"Yamazaki, Takumi",20,Sci-Fi,2,0,0,0,0,3,5,2,3,0,2,1,0,0,0,0,0,0,0,0,0.4976194674660554,32755.266146659156,0.10938557569376552,8.396028146600589e-05,1.4114733206650377e-06
20,n9764,2.0,1,"Sokoloff, Marla",11,Comedy,1,0,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,2,0,0,,0.0,0.08597563678815434,1.5431942949401028e-05,3.5247075051745736e-11
21,n6511,15.0,7,"Sims, Molly",12,Music,0,1,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0.3333333333333333,2885.7004013098635,0.1094809471538341,2.2574745006073093e-05,3.879091275921012e-07
22,n10932,18.0,8,"Benson, Amber",15,Drama,0,1,0,0,1,1,0,2,0,0,0,1,0,0,3,0,0,4,0,2,0.07142857142857142,4515.15711707138,0.10674707047973188,3.044152320127527e-05,7.133072275203872e-08
23,n13040,19.0,7,"Warhol, Andy",13,Music,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5714285714285714,373.97393664190787,0.11341720167390118,2.1993181686751677e-05,1.498932302492095e-06
24,n2416,708.0,123,"Rogers, Debra Jean",30,Sci-Fi,0,3,1,0,0,1,15,0,5,0,2,0,0,0,1,0,0,1,0,0,0.6012261761961881,14230.189959845105,0.109119553868949,0.0001363260466462654,3.553471978853653e-07
25,n9554,234.0,78,"Diego, Gabino",20,Comedy,1,0,0,0,0,0,0,6,0,5,0,1,0,0,4,0,1,1,0,1,0.4315684315684316,43182.39529491816,0.11319359775869672,0.00014617445870635968,1.2378488321971407e-07
26,n11701,186.0,74,"Carvana, Hugo (I)",15,Drama,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,0.41132913735653465,1342.4703422927098,0.0672886387293265,8.6500392096818e-05,8.786663852915794e-16
27,n11054,12.0,6,"Baker, Carroll",15,Drama,0,0,0,1,7,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0.4,125.0264121168232,0.10773542047306306,1.7691004326168632e-05,6.961160288942991e-08
28,n13485,124.0,34,"Böhm, Katharina",36,Drama,2,0,5,4,0,0,0,3,0,0,0,5,0,0,2,0,0,8,0,0,0.18181818181818182,51969.227591994,0.09726765602447573,0.00013893622631004713,6.515354620596207e-11
29,n10043,64.0,24,"James, Robbie",16,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0.6521739130434783,98.40157380055261,0.09825213206113316,2.0550470711542967e-05,9.630678747373916e-07
30,n14551,67.0,30,"Figueiredo, Paulo",12,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0.3724137931034483,5808.23135662297,0.06979645699204223,3.766564759869945e-05,5.372737132993096e-16
31,n893,4.0,2,"Angel, Vanessa",12,Comedy,0,0,1,0,0,0,1,4,0,0,0,2,0,0,1,1,0,1,0,0,0.0,4060.320050407141,0.09742456210857697,1.5347578759228535e-05,5.530360335937049e-10
32,n9573,65.0,26,"López, Pepa",18,Drama,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0.2923076923076923,2434.0501732392477,0.09678921976376643,6.393523553351462e-05,6.066262242710419e-10
33,n647,46.0,22,"Hall, Deidre",10,Drama,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5454545454545455,5498.300514326748,0.11878883572784875,3.352247983523346e-05,6.451617710601087e-06
34,n1867,29.0,13,"Luv, Leah",13,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.6538461538461539,20.48816148904369,0.08772176710056792,1.638654470230777e-05,9.081738336895937e-08
35,n16112,5.0,2,"Katô, Haruhiko",10,Horror,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,4.5,0.06477206941083913,1.7088315027735133e-05,5.260105534241548e-15
36,n12091,35.0,16,"Casanova, Delia",10,Romance,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0.35,8843.205228813606,0.09824660155920183,3.398332395140636e-05,7.471258061769897e-10
37,n1460,14.0,7,"Dumont, Sky",18,Comedy,2,0,2,1,0,0,1,4,0,0,0,2,1,0,1,0,0,2,0,0,0.38095238095238093,491.6470561682466,0.08814261185738814,2.3909443391727625e-05,2.5355051859327512e-14
38,n11180,43.0,21,"Brandrup, Johannes",33,Thriller,1,0,3,0,0,0,0,6,0,1,0,8,0,0,3,0,0,7,0,0,0.06666666666666667,35832.8394197901,0.09894389551198109,5.3468980153335547e-05,1.4978492950787525e-11
39,n7320,18.0,9,"Cake, Jonathan",15,Drama,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,5,0,0,0.027777777777777776,1632.5092886764814,0.09875858635010808,3.784765694432842e-05,6.349104854195257e-10
40,n15151,69.0,16,"Mizuno, Miki",19,Drama,0,0,1,0,0,0,1,2,0,0,0,1,0,0,2,0,0,4,0,0,0.36666666666666664,19905.70291998757,0.07616313065638008,0.00010454215670590105,1.2573324211439886e-13
41,n6151,2.0,1,"Bonham-Carter, Crispin",10,Drama,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0,0,,0.0,0.09356455546918974,1.1242986118082579e-05,2.1238532636821504e-10
42,n2645,132.0,51,DMX,16,Drama,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0.5286274509803921,9678.241655141905,0.12304026618542747,6.949112077431405e-05,2.693203888027017e-05
43,n17284,19.0,8,"Saarinen, Eero",11,Musical,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0.42857142857142855,126.73392010538802,0.0682586115195695,2.815259636152946e-05,2.728343075348057e-17
44,n4152,147.0,46,"Lee, Amanda (I)",29,Comedy,0,2,0,2,0,3,0,6,0,0,0,3,0,0,2,0,0,3,0,0,0.3710144927536232,12455.517343395508,0.09278810883225415,0.00010256936354656612,1.1680038647585641e-08
45,n15006,18.0,5,"Gresty, Lucy",31,Adult,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.6,50.51528753224261,0.07257652053507199,4.319867008022444e-05,2.0600585250214186e-12
46,n9570,90.0,36,"Orella, Francesc",26,Drama,3,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,12,0,0,0.2,10976.935869529585,0.0974370711937074,8.50870553408048e-05,6.670319190504856e-10
47,n5314,83.0,29,"Lykkegaard, Henrik",23,Comedy,3,0,3,0,1,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0.3275862068965517,238.89051532701146,0.0895210056880254,6.641671094773021e-05,5.6882631538206534e-11
48,n560,155.0,66,"Fisher, Carrie",32,Comedy,2,0,0,1,13,0,0,4,0,1,0,1,0,0,1,1,1,2,0,0,0.20652680652680652,107177.97649349249,0.1315922404758853,9.992573733853809e-05,5.1212166187349333e-05
49,n15399,142.0,56,"Peniche, Arturo",19,Romance,0,2,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,4,1,0,0.3006493506493506,2652.3208586109054,0.08936287861721517,9.584532138205805e-05,4.514531865650321e-10
50,n2101,6.0,3,"Mora, Tiriel",15,Comedy,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,4,0,2,0.0,41.971580274089106,0.08443100737695006,2.4416919852193243e-05,7.674417720767339e-12
51,n9998,40.0,18,"Dumont, Michel",10,Drama,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0.3856209150326797,5846.4938154343945,0.10362331316753445,4.0316791713498984e-05,3.296442126398258e-09
52,n17796,53.0,9,"Laval, Anja Juliette",23,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0.6944444444444444,16.658418764143086,0.08768562988565802,3.6053762177370976e-05,4.891755600433175e-08
53,n14912,60.0,19,"Moranty, Andrea",16,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.6491228070175439,145.57849477608744,0.09433778700220521,2.297344574456833e-05,1.0998925044471706e-07
54,n10650,6.0,3,"McKinley, Scott",12,Comedy,2,0,0,0,0,0,1,3,0,0,0,2,0,0,1,0,0,2,0,1,0.3333333333333333,147.9708379376476,0.10949880488585248,1.4131991706390868e-05,7.689195144487611e-08
55,n7204,13.0,6,"O&apos;Neil, Linda",13,Comedy,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0.13333333333333333,5552.105573167892,0.10198846538153643,2.137565236915123e-05,2.605332602475499e-07
56,n5434,314.0,84,"Wright, Alex (III)",10,Action,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985083189902467,4216.183952768756,0.11126835985312117,2.6638305507076676e-05,0.058344221755844354
57,n4433,44.0,18,"de la Fuente, Cristián",15,Drama,0,0,0,1,0,0,0,1,0,0,0,2,0,0,3,0,0,4,0,0,0.42483660130718953,304323.0100586648,0.09712206196581197,4.10758805704007e-05,9.111619901880688e-09
58,n16012,185.0,61,"Viktorovic, Olivera",13,Drama,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,1,6,0,0,0.6081967213114754,40942.96778316685,0.08259238052875402,8.689547179178858e-05,3.0104117748301946e-14
59,n9599,290.0,102,"Sanz, Jorge (I)",35,Comedy,2,0,0,0,1,0,1,7,0,3,1,7,0,0,4,0,2,7,0,0,0.2816928751698699,482467.94409702066,0.1189304841984764,0.00018951598158609088,1.1967909489022924e-07
60,n15167,20.0,8,"Motoki, Masahiro",18,Drama,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,9,0,0,0.32142857142857145,630.5253032470642,0.07165201113327914,4.336167209103107e-05,2.4123603718641953e-12
61,n6945,22.0,8,"Grønli, Jan",14,Drama,2,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,4,0,0,0.5,689.4331329435624,0.08648214763504475,3.994445068606456e-05,8.184609480955655e-13
62,n2875,72.0,31,"Twain, Shania",25,Music,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0.45161290322580644,12616.117807647432,0.11966515148398774,4.0307562799356284e-05,1.449101903307683e-05
63,n817,60.0,30,"Reinhold, Judge",38,Comedy,2,2,0,1,1,1,3,9,1,3,0,4,0,0,1,0,0,4,0,1,0.06666666666666667,62268.07732194578,0.12072376156815007,6.218573079487064e-05,2.66465485346761e-07
64,n14305,9.0,4,"Confalone, Marina",11,Drama,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0.5,238.8301112675426,0.09225256080931088,2.2259818100382748e-05,1.044450059750491e-11
65,n11818,69.0,28,"Morse, David (I)",31,Drama,3,0,0,1,2,0,1,2,1,0,2,3,1,0,1,0,0,11,0,1,0.2751322751322751,163154.0250628495,0.1256334216284694,5.822719618750237e-05,4.604186740452743e-06
66,n13947,28.0,12,"Bydzovská, Zuzana",11,Comedy,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0.5303030303030303,1528.8028487440936,0.09099582401426404,3.77519179471247e-05,2.6645489575602686e-11
67,n538,392.0,145,"Del Toro, Benicio",32,Drama,7,0,0,1,9,0,0,1,0,2,0,1,1,0,0,0,0,7,0,1,0.31484674329501916,160808.13278282518,0.13600448828837253,0.0002173271073420861,9.336757275628958e-05
68,n17479,2.0,1,"Nagatsuka, Kyozo",10,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,,0.0,0.06448490401525116,1.2942960619538006e-05,2.2744936983911206e-16
69,n1166,34.0,16,"Cunningham, Liam",25,Drama,3,0,0,1,0,1,1,0,0,0,0,3,0,0,3,0,0,9,0,0,0.08333333333333333,8888.505046602235,0.09849720377194517,6.316360609397052e-05,3.4368944380114876e-09
70,n397,15.0,7,"Winbush, Troy",15,Drama,1,1,2,0,0,0,0,1,0,1,0,2,0,1,1,0,0,3,0,0,0.19047619047619047,1585.2991868446866,0.10369102995954303,3.280521760020224e-05,5.796369450691189e-09
71,n10103,24.0,12,"Dayan, Assi",17,Drama,0,1,0,0,2,0,0,1,0,0,1,0,0,0,3,0,0,8,0,0,1.0,225.39748585663335,0.11764547286685854,1.865682709034409e-05,6.377853859335291e-06
72,n17326,82.0,31,"Stipe, Michael",17,Music,2,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,1,0,6,0.696969696969697,942.9821429440715,0.07232630126428065,8.22995352423872e-05,6.324159333627291e-16
73,n14786,119.0,46,"Toivonen, Kari-Pekka",20,Drama,1,0,1,0,0,0,0,4,0,0,0,1,1,0,1,0,0,6,1,0,0.31612903225806455,23905.03171245903,0.11671325210971875,0.00010422025046531372,1.3473086999431397e-07
74,n10672,27.0,12,"Briers, Richard",29,Comedy,5,0,0,0,9,0,0,7,0,1,1,0,0,0,0,0,0,2,0,1,0.2579710144927536,12398.446231680531,0.10979844493092776,4.108176246603449e-05,3.357608641331092e-08
75,n10577,2.0,1,"Manson, Ted",10,Drama,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,4,0,0,0.3939393939393939,0.0,0.08379783663886849,1.636850348795846e-05,4.791455333335316e-13
76,n16156,36.0,16,"R&apos;Mante, Adrian",10,Comedy,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,2,0,1,,3578.4522504240726,0.08776543588557406,2.6772592636772712e-05,4.851975491900823e-11
77,n10489,30.0,15,"Jhangiani, Preeti",10,Romance,0,1,0,0,0,0,0,1,0,0,0,2,0,0,3,0,1,1,0,0,0.65,94.4294199885807,0.08343491417016821,2.9294668742768702e-05,5.53357995303634e-12
78,n2958,10.0,5,"Villafuerte, Amara",15,Drama,1,1,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,3,1,0,0.2095238095238095,165.17723791334373,0.10267964820425332,1.9117445437911525e-05,1.4798163890351657e-08
79,n10840,24.0,11,"Oddie, Bill",14,Romance,0,0,0,0,6,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.4,1857.7652134890845,0.1187662032784208,2.2410838040124835e-05,3.4726707615106825e-06
80,n5850,64.0,14,"Archer, Anne",22,Drama,4,1,0,0,2,0,0,2,0,2,1,1,0,0,2,1,0,5,0,0,0.4,379.5436847522368,0.09060047340226735,6.397174517587905e-05,2.3613319614534163e-13
81,n12291,83.0,31,"Dietl, Harald",17,Crime,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.34065934065934067,89294.9365270398,0.09990040866788008,8.161898355379568e-05,1.3114719821508414e-11
82,n1615,1109.0,289,"Auer, Barbara",32,Crime,0,0,8,1,0,0,0,5,0,1,0,2,0,0,6,0,0,5,0,0,0.2043010752688172,203220.13189900544,0.11127900082244707,0.0002044392416828496,1.3488100924408291e-05
83,n6812,231.0,83,"Ray, Joey (II)",144,Adult,1,2,0,0,1,0,0,1,0,0,0,0,0,106,1,0,0,0,0,0,0.28092560553633217,14870.684185177824,0.11165414976778701,0.00014826542674225852,1.5934464718570417e-06
84,n6434,224.0,92,"Adams, Steve (I)",32,Thriller,1,1,0,1,0,0,2,2,1,1,0,10,0,0,1,1,0,8,0,0,0.31354687040846313,4244.331784700463,0.10344030580496044,4.7553026267026e-05,2.7713264390573068e-06
85,n11935,6.0,3,"Klauzner, Uri",15,Drama,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0.21428571428571427,24.916545352052395,0.08823574017622883,1.4614826500615634e-05,5.698844088011942e-14
86,n10738,7.0,3,Tara (I),23,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0.5728619206880077,0.17338236317503353,0.10026539826974115,1.2197427530418303e-05,1.9806360338057097e-08
87,n7242,77.0,37,"Joswig, Patrick",11,Drama,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0.0,129935.05440604973,0.1221268288587082,9.708218819688045e-05,2.1671983214599405e-06
88,n5622,21.0,9,"Mahal, Taj (I)",14,Music,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,3,0,4,0.6666666666666666,1567.7167682346198,0.11096770912142616,2.298264946075622e-05,1.0379512512364328e-07
89,n10965,8.0,4,"Wilkinson, Tom (I)",32,Drama,2,0,2,0,1,0,0,4,0,1,2,3,1,0,4,1,0,9,0,0,0.1066066066066066,802.1841056730799,0.10390151560249068,1.6918032184073972e-05,5.30047436124976e-09
90,n1527,20.0,10,"Anderson, Loni",11,Comedy,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.2777777777777778,16308.382609052776,0.1059847951227806,3.711205205073244e-05,2.3467760027972572e-09
91,n17528,64.0,13,"Murdock, George (I)",16,Comedy,1,0,0,1,0,1,1,3,1,0,0,3,0,0,2,0,0,3,0,0,0.0,1.5825631732608476,0.07174183789649347,5.476525256902581e-05,1.8247718148045824e-14
92,n918,20.0,9,"Abraham, Jake (II)",11,Comedy,0,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,3,0,0,0.2222222222222222,1635.406745343456,0.10672226774118597,2.2534847690720635e-05,5.4549073998027715e-08
93,n14914,24.0,5,"Pflüger, Erich Joey",15,Comedy,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.0,0.09289230687351978,1.67120082995081e-05,8.625315204642387e-08
94,n15513,29.0,6,"Dalton, Wally",13,Drama,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,7,0,0,0.3611111111111111,1324.8945640813577,0.09285771287207725,2.797435076514488e-05,1.2345791507509625e-08
95,n9652,66.0,30,Denise (IV),11,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0.9,188234.18542007168,0.12081986390979005,8.558426857156719e-05,1.406396239612301e-06
96,n368,61.0,25,"Andersson, Jennifer",10,Adult,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.6666666666666667,5109.6874341892335,0.05351771505664832,7.385240927840365e-05,1.9588104130704e-17
97,n13696,63.0,30,"Demy, Mathieu",23,Drama,3,0,1,0,1,0,0,4,0,0,1,1,0,0,2,0,0,5,0,0,0.14942528735632182,1277.023381740105,0.1079339558468864,4.9652644660970756e-05,9.279616212763956e-08
98,n1245,27.0,12,"Abuel, Tommy",12,Drama,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,0,0,0.4066666666666667,68215.37414700685,0.11787508779512669,4.617336176567746e-05,2.937520918614296e-06
99,n4301,100.0,44,"Dennis, Les",15,Drama,1,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0.45057471264367815,38904.99020450022,0.11853391194507264,5.974578173115846e-05,2.3414861561212317e-06
100,n12830,26.0,12,"Argento, Asia",27,Drama,6,0,0,0,0,3,1,1,0,0,0,5,0,0,0,0,0,9,0,0,0.16666666666666666,5419.518997097468,0.11706787038962259,3.4689167564160924e-05,8.816649910432156e-08
101,n11700,96.0,43,"Cedar, Larry",31,Drama,2,2,1,0,0,3,3,2,1,2,2,2,0,0,1,1,1,5,0,0,0.48414376321353064,1773.4869253722975,0.06490985362370581,4.844320986042872e-05,7.555411593271542e-17
102,n1640,1455.0,345,"Mitchell, Radha",20,Romance,0,1,1,0,1,0,0,2,0,1,0,2,0,0,4,0,1,4,0,0,0.09090909090909091,26904.63930754002,0.10286360877175406,0.0002703792290693665,5.5127208549929654e-05
103,n13909,12.0,6,"Grimaldi, Lu",10,Romance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0.4728682170542636,311.15288062262016,0.11502873411715084,1.5138890405227629e-05,1.5053461105095142e-06
104,n16662,37.0,8,"Masters, Rick (I)",212,Adult,0,0,0,0,0,1,1,1,0,0,0,0,0,168,1,0,0,2,0,0,0.2195989214694978,103.95432968117223,0.10664662536202661,3.0053009819115232e-05,1.3704084945737548e-07
105,n3328,88.0,27,"Kermode, Mark",13,Horror,0,0,0,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.4666666666666667,16155.217601790684,0.11470820189274449,6.92740715244892e-05,7.333151158696426e-07
106,n11318,51.0,23,"Smith, Yeardley",11,Comedy,1,0,0,0,0,0,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0.5714285714285714,12467.401758395239,0.11323251785679532,4.787739832666384e-05,3.285984213657957e-07
107,n3860,84.0,26,"Otto, Miranda",23,Drama,0,2,0,0,2,0,0,2,1,0,1,3,1,0,3,1,0,5,0,0,0.5584045584045584,4637.566683179846,0.11530991107646367,5.239334247778261e-05,2.0657045558225767e-06
108,n4801,105.0,45,"Ross, Marion",20,Drama,0,0,0,1,5,0,0,2,0,0,0,1,0,0,0,0,1,5,0,0,0.23320158102766797,733.7114741156489,0.0847355594178132,7.119716156306795e-05,3.4589149985097436e-12
109,n10388,22.0,10,"Ono, Yoko (I)",19,Music,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.5507692307692308,4094.7171679915723,0.10997000932483178,2.8307344591918404e-05,1.7177272362304853e-06
110,n10740,23.0,11,"Busnelli, Mirta",20,Drama,1,0,0,0,0,1,0,3,0,0,1,1,0,1,1,0,0,8,0,0,0.3181818181818182,11458.711143690885,0.09694566177328245,4.759320830495097e-05,1.0478726961810004e-10
111,n11487,87.0,26,"Crews, Terry (I)",14,Comedy,0,0,3,0,0,0,1,3,0,0,0,1,0,0,2,0,0,2,0,1,0.2888888888888889,516.298916528443,0.09216828342248813,2.753169810713624e-05,3.637206527663778e-07
112,n11616,2.0,1,"Sacchi, Fabrizia",20,Comedy,1,0,0,0,1,0,0,7,0,1,0,1,0,0,0,0,1,3,1,0,0.2545454545454545,0.0,0.08925457548592965,1.1389966752998232e-05,8.290555891501662e-11
113,n2040,26.0,13,"Diamond, Patricia",14,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0.6861538461538461,9440.357050722818,0.11322737593253325,3.625665851451897e-05,1.0493156466661646e-07
114,n3320,119.0,54,"Moore, Rudy Ray",12,Comedy,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,,110641.89301246223,0.12780914303288593,9.830366973463218e-05,1.2011949073371842e-05
115,n5214,59.0,26,"Aylward, John",12,Drama,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,0,1,3,0,0,0.10256410256410257,129.69867859046167,0.07884929006726629,4.549030771104252e-05,1.7595756085061244e-12
116,n4248,44.0,19,"Glover, Danny",40,Drama,2,0,2,1,9,0,0,2,1,3,1,0,0,0,0,1,1,9,0,3,0.1858839972047519,18574.256606763833,0.1126995196032853,6.813727536557316e-05,6.74730658956373e-08
117,n7956,32.0,15,"Berthet, Lola",11,Drama,1,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,4,0,0,0.3415384615384615,2437.596897141445,0.10942260673312018,3.562691478406479e-05,1.329341929089606e-08
